NCES School ID,Teachers w/Bachelor Degree (%),Teachers w/Masters or PhD (%),Teachers w/1-5 yrs of exp (%),Teachers w/5+ yrs of exp (%),Mean yrs of teaching exp,Mean base salary for teachers w/1-5 yrs exp,Mean base salary for teachers w/5+ yrs exp,Mean base salary,State
120018002048,,47.1,29.4,70.6,13.0,39627.0,53387.0,49340.0,FL
120018002080,40.0,60.0,30.2,69.8,10.0,35678.0,43442.0,40824.0,FL
120018002081,54.2,45.8,17.4,82.6,12.0,35460.0,44449.0,42557.0,FL
120018002117,51.0,45.9,27.2,72.8,18.0,37072.0,59609.0,52783.0,FL
120018002119,44.0,52.0,39.1,60.9,12.0,36397.0,50405.0,44130.0,FL
120018002120,55.7,40.9,17.3,82.7,17.0,36852.0,52980.0,49693.0,FL
120018002284,71.6,25.4,60.7,39.3,7.0,35308.0,45794.0,38700.0,FL
120018002486,45.8,50.0,63.6,36.4,7.0,35759.0,43787.0,38372.0,FL
120018002487,59.1,36.4,19.0,81.0,13.0,39191.0,46964.0,45007.0,FL
120018002488,63.0,33.3,33.3,66.7,13.0,42979.0,51159.0,46940.0,FL
120018002491,58.5,37.7,10.0,90.0,19.0,35701.0,52581.0,49994.0,FL
120018002542,63.3,31.7,46.3,53.7,8.0,35381.0,43665.0,39347.0,FL
120018002543,51.1,48.9,29.5,70.5,18.0,35603.0,55707.0,48824.0,FL
120018002544,67.1,30.3,30.9,69.1,14.0,35648.0,50745.0,45022.0,FL
120018002545,68.8,31.3,38.7,61.3,10.0,35480.0,45654.0,41506.0,FL
120018002593,66.7,33.3,36.4,63.6,16.0,43283.0,58373.0,51395.0,FL
120018002594,50.9,47.3,17.6,82.4,15.0,35471.0,49572.0,46205.0,FL
120018002701,65.7,34.3,32.3,67.7,14.0,35464.0,50462.0,45300.0,FL
120018002703,65.6,33.3,25.0,75.0,12.0,37179.0,47204.0,44294.0,FL
120018002705,77.5,22.5,28.4,71.6,13.0,35430.0,47271.0,43411.0,FL
120018002706,51.6,46.8,17.2,82.8,16.0,35524.0,49400.0,46233.0,FL
120018002707,51.6,48.4,32.3,67.7,11.0,35350.0,45006.0,41891.0,FL
120018002708,58.8,39.2,25.0,75.0,12.0,35521.0,45399.0,42463.0,FL
120018002720,64.8,35.2,48.5,51.5,8.0,35635.0,43418.0,39445.0,FL
120018002721,55.9,44.1,25.9,74.1,15.0,38823.0,54584.0,49650.0,FL
120018002722,67.4,31.4,35.8,64.2,11.0,37047.0,48684.0,43964.0,FL
120018002723,66.7,33.3,13.6,86.4,16.0,35247.0,50469.0,48096.0,FL
120018002801,47.8,52.2,40.9,59.1,10.0,35446.0,48109.0,42584.0,FL
120018002802,66.1,33.9,37.5,62.5,10.0,36873.0,46432.0,42448.0,FL
120018002803,53.4,45.2,36.1,63.9,11.0,35452.0,46903.0,42661.0,FL
120018002979,66.2,30.9,23.4,76.6,11.0,35351.0,43033.0,40866.0,FL
120018002980,55.3,44.7,26.3,73.7,12.0,37026.0,45386.0,43186.0,FL
120018002981,61.9,32.1,43.0,57.0,10.0,36731.0,46136.0,41666.0,FL
120018002982,69.5,30.5,36.8,63.2,9.0,35650.0,43577.0,40465.0,FL
120018002983,56.1,40.2,31.0,69.0,13.0,35817.0,49935.0,44868.0,FL
120018002984,68.3,31.7,16.9,83.1,12.0,35751.0,43741.0,42263.0,FL
120018003027,59.1,38.6,38.1,61.9,10.0,35421.0,43978.0,40458.0,FL
120018003029,49.3,47.1,11.9,88.1,17.0,37868.0,53163.0,51071.0,FL
120018003030,52.5,46.3,21.6,78.4,15.0,36836.0,49871.0,46173.0,FL
120018003031,60.9,36.2,35.9,64.1,11.0,35591.0,46886.0,42260.0,FL
120018003154,63.0,35.2,22.9,77.1,11.0,35284.0,44557.0,41606.0,FL
120018003301,55.6,42.6,42.9,57.1,12.0,35835.0,50273.0,43550.0,FL
120018003302,56.7,43.3,40.0,60.0,9.0,35456.0,43785.0,39883.0,FL
120018003303,69.6,26.8,31.4,68.6,10.0,35646.0,43219.0,40322.0,FL
120018003304,69.3,30.7,34.8,65.2,10.0,35282.0,44863.0,41054.0,FL
120018003305,71.4,26.8,21.2,78.8,11.0,35538.0,43622.0,41418.0,FL
120018003306,70.1,28.6,32.4,67.6,9.0,35450.0,42223.0,39444.0,FL
120018003320,66.7,,0.0,100.0,16.0,,46360.0,46360.0,FL
120018003321,,,,,,,,50853.0,FL
120018003543,50.0,43.8,20.0,80.0,14.0,35283.0,48123.0,44895.0,FL
120018003681,77.6,22.4,44.2,55.8,9.0,35879.0,43502.0,39620.0,FL
120018003682,63.8,36.2,44.9,55.1,9.0,35555.0,44770.0,40630.0,FL
120018003683,64.6,35.4,37.3,62.7,11.0,36132.0,46872.0,42464.0,FL
120018003684,0.0,100.0,0.0,100.0,22.0,,55597.0,55597.0,FL
120018003686,,0.0,,0.0,,,,,FL
120018003813,56.3,34.4,37.9,62.1,13.0,35698.0,49936.0,43641.0,FL
120018003814,78.7,19.1,62.2,37.8,8.0,35470.0,46079.0,39287.0,FL
120018003815,58.4,39.3,34.0,66.0,12.0,40470.0,52713.0,47720.0,FL
120018003816,56.9,38.5,35.7,64.3,8.0,35436.0,41420.0,38690.0,FL
120018003817,65.3,34.7,53.3,46.7,8.0,35492.0,45794.0,39240.0,FL
120018003818,77.9,22.1,45.9,54.1,9.0,35396.0,44854.0,39945.0,FL
120018003819,65.7,32.9,44.8,55.2,9.0,36167.0,45627.0,41117.0,FL
120018003820,64.1,33.3,44.2,55.8,11.0,36589.0,50939.0,44479.0,FL
120018003821,74.2,22.5,59.7,40.3,5.0,35299.0,40883.0,37204.0,FL
120018003822,53.9,46.1,30.1,69.9,13.0,37243.0,48751.0,44877.0,FL
120018003826,66.7,,,,,,,46760.0,FL
120018003827,50.0,50.0,,66.7,12.0,,56158.0,49366.0,FL
120018004037,55.3,41.2,44.8,55.2,10.0,35750.0,49824.0,42237.0,FL
120018004038,70.2,29.8,62.3,37.7,6.0,36054.0,44088.0,38423.0,FL
120018004039,68.0,32.0,44.9,55.1,7.0,35488.0,41247.0,38588.0,FL
120018004040,63.0,33.3,52.0,48.0,8.0,35576.0,43209.0,38926.0,FL
120018004050,57.1,39.3,31.3,68.8,14.0,36765.0,54807.0,48564.0,FL
120018004051,51.2,46.5,36.1,63.9,12.0,35492.0,48279.0,42251.0,FL
120018004052,54.2,39.9,36.2,63.8,11.0,39853.0,53423.0,46971.0,FL
120018004053,75.4,20.0,,,,,,38163.0,FL
120018004056,0.0,,,0.0,,,,,FL
120018004057,,,,,7.0,,,39172.0,FL
120018004058,43.8,56.3,,93.8,15.0,,58077.0,57575.0,FL
120018004314,70.2,27.9,46.9,53.1,10.0,35740.0,47533.0,41466.0,FL
120018004316,60.7,37.5,35.9,64.1,11.0,36915.0,48404.0,43531.0,FL
120018004317,56.1,40.4,29.1,70.9,14.0,35568.0,51074.0,46157.0,FL
120018005426,60.0,40.0,,85.7,14.0,,49274.0,44033.0,FL
120021000290,61.5,38.5,23.1,76.9,12.0,31490.0,38839.0,37143.0,FL
120021000291,90.9,,27.3,72.7,14.0,32663.0,40317.0,38229.0,FL
120021000292,66.7,33.3,25.0,75.0,11.0,30839.0,37724.0,36003.0,FL
120021000293,66.7,33.3,18.2,81.8,13.0,31148.0,39059.0,36923.0,FL
120021000294,75.7,24.3,25.0,75.0,16.0,30596.0,42425.0,39192.0,FL
120024000295,51.2,48.8,22.5,77.5,15.0,33697.0,47387.0,43972.0,FL
120024000296,58.2,41.8,29.1,70.9,14.0,34029.0,46732.0,42404.0,FL
120024000297,57.1,42.9,45.2,54.8,10.0,33207.0,44849.0,38695.0,FL
120024000298,55.2,44.8,33.3,66.7,15.0,32694.0,47460.0,41898.0,FL
120024000299,,,,,8.0,,,37382.0,FL
120024000300,67.6,32.4,13.9,86.1,14.0,33403.0,43654.0,41947.0,FL
120024000301,57.5,42.5,30.0,70.0,14.0,32906.0,46145.0,42173.0,FL
120024000302,56.9,43.1,30.6,69.4,14.0,33464.0,46364.0,41997.0,FL
120024000303,50.0,50.0,21.6,78.4,17.0,33061.0,49247.0,44835.0,FL
120024000304,60.4,39.6,29.8,70.2,13.0,33338.0,45059.0,41363.0,FL
120024002050,57.1,42.9,26.3,73.7,12.0,33090.0,46791.0,41943.0,FL
120024002051,52.6,47.4,,87.5,15.0,,45777.0,43142.0,FL
120024002122,56.6,43.4,19.1,80.9,16.0,35306.0,46613.0,43187.0,FL
120024002422,56.6,43.4,28.6,71.4,15.0,33712.0,49689.0,44198.0,FL
120024002548,54.0,46.0,18.8,81.3,15.0,33776.0,46400.0,43496.0,FL
120024002549,57.1,42.9,20.0,80.0,16.0,34031.0,47112.0,43289.0,FL
120024002668,51.1,48.9,29.8,70.2,13.0,34848.0,45036.0,42001.0,FL
120024002724,52.8,47.2,22.9,77.1,13.0,34939.0,45129.0,42493.0,FL
120024002725,66.7,33.3,15.4,84.6,17.0,32197.0,46945.0,43684.0,FL
120024003333,50.0,50.0,8.9,91.1,17.0,33672.0,46779.0,45231.0,FL
120027000305,61.7,37.0,25.7,74.3,14.0,32214.0,42872.0,39706.0,FL
120027000306,68.2,31.8,20.0,80.0,13.0,31612.0,41677.0,38813.0,FL
120027000307,71.9,28.1,22.0,78.0,16.0,33021.0,43602.0,40453.0,FL
120027000309,62.1,37.9,22.2,77.8,14.0,31666.0,43296.0,39994.0,FL
120027000310,57.7,42.3,12.5,87.5,16.0,30699.0,42397.0,40117.0,FL
120027000312,71.7,28.3,21.1,78.9,14.0,31087.0,41729.0,37895.0,FL
120027000313,75.6,24.4,21.4,78.6,14.0,31422.0,40700.0,38151.0,FL
120027000314,58.6,40.0,15.5,84.5,15.0,34486.0,43142.0,40145.0,FL
120027000315,26.7,26.7,33.3,66.7,13.0,41247.0,47097.0,45147.0,FL
120027002088,70.0,30.0,41.2,58.8,12.0,31556.0,44005.0,37837.0,FL
120027002089,63.8,36.2,37.0,63.0,13.0,33461.0,41422.0,38306.0,FL
120027002123,75.8,24.2,35.5,64.5,15.0,31581.0,43891.0,39024.0,FL
120027002424,51.8,48.2,19.2,80.8,15.0,32350.0,43157.0,40309.0,FL
120027002425,50.0,48.8,25.3,74.7,14.0,32952.0,43658.0,40391.0,FL
120027002426,71.4,26.2,28.9,71.1,12.0,31881.0,41507.0,38429.0,FL
120027002493,54.9,45.1,14.6,85.4,14.0,32228.0,42877.0,40675.0,FL
120027002595,67.4,32.6,21.4,78.6,12.0,31933.0,40997.0,38851.0,FL
120027002727,57.8,42.2,23.3,76.7,13.0,32030.0,42932.0,39948.0,FL
120027003035,,0.0,,,,,,23626.0,FL
120027003158,70.0,30.0,37.5,62.5,13.0,31900.0,43425.0,38630.0,FL
120027003828,0.0,,0.0,,,,,,FL
120027004325,57.8,42.2,25.6,74.4,12.0,31590.0,42004.0,38938.0,FL
120027004326,,,,,13.0,,,37924.0,FL
120030000203,54.9,45.1,33.8,66.2,12.0,32768.0,42215.0,38737.0,FL
120030000317,78.7,21.3,51.2,48.8,9.0,33336.0,40777.0,36579.0,FL
120030000319,77.4,22.6,30.4,69.6,13.0,32539.0,42228.0,38327.0,FL
120030000320,55.6,44.4,11.8,88.2,19.0,32656.0,45874.0,43607.0,FL
120030000321,80.9,19.1,37.2,62.8,13.0,32203.0,43511.0,38645.0,FL
120030000322,88.9,11.1,26.7,73.3,13.0,32372.0,41150.0,37591.0,FL
120030000323,58.5,39.0,37.8,62.2,15.0,33953.0,48113.0,40953.0,FL
120030000325,67.2,32.8,33.9,66.1,14.0,32544.0,44357.0,39676.0,FL
120030000326,62.0,38.0,34.0,66.0,14.0,32896.0,44642.0,40095.0,FL
120030000327,75.9,24.1,21.6,78.4,13.0,32268.0,41052.0,38737.0,FL
120030000328,64.2,29.9,21.4,78.6,16.0,32864.0,45424.0,40982.0,FL
120030000329,83.0,17.0,41.7,58.3,12.0,32451.0,42160.0,36609.0,FL
120030000330,69.6,23.2,17.5,82.5,17.0,32272.0,45708.0,42414.0,FL
120030000331,72.2,27.8,31.3,68.8,17.0,33114.0,47513.0,41817.0,FL
120030000332,76.7,23.3,20.0,80.0,18.0,32384.0,44918.0,41650.0,FL
120030000333,75.0,25.0,27.9,72.1,14.0,32597.0,43653.0,39385.0,FL
120030000334,84.7,15.3,40.0,60.0,10.0,32640.0,41513.0,36551.0,FL
120030000335,77.1,22.9,17.6,82.4,16.0,32487.0,42945.0,40826.0,FL
120030002053,62.4,29.0,29.9,70.1,14.0,34376.0,46444.0,42185.0,FL
120030002092,82.8,17.2,46.2,53.8,10.0,32231.0,41294.0,36565.0,FL
120030002093,,0.0,,0.0,,,,,FL
120030002287,77.4,22.6,23.1,76.9,16.0,32243.0,44886.0,41771.0,FL
120030002427,78.9,21.1,40.6,59.4,9.0,32159.0,39363.0,35710.0,FL
120030002494,61.9,36.1,37.7,62.3,10.0,32949.0,40866.0,36738.0,FL
120030002550,71.8,28.2,20.9,79.1,15.0,32832.0,42800.0,40198.0,FL
120030002728,50.0,50.0,53.8,46.2,9.0,33921.0,44060.0,37489.0,FL
120030002729,76.2,23.8,38.9,61.1,10.0,32504.0,41048.0,36868.0,FL
120030003036,76.2,23.8,40.5,59.5,11.0,32864.0,41979.0,37484.0,FL
120030003037,67.2,32.8,22.6,77.4,15.0,33585.0,42602.0,39921.0,FL
120030003690,57.1,42.9,42.9,57.1,17.0,40549.0,52156.0,47182.0,FL
120030003691,83.9,16.1,37.9,62.1,9.0,32340.0,38621.0,35984.0,FL
120030004062,64.5,34.5,46.7,53.3,9.0,33781.0,42421.0,37296.0,FL
120030004190,64.4,35.6,43.2,56.8,9.0,32754.0,39397.0,35867.0,FL
120030004328,72.7,27.3,27.3,72.7,11.0,32619.0,39467.0,36583.0,FL
120030005468,75.0,25.0,57.1,42.9,8.0,33232.0,39853.0,34908.0,FL
120030005469,71.2,28.8,54.0,46.0,8.0,32570.0,39754.0,35360.0,FL
120033000269,69.7,30.3,41.0,59.0,9.0,37795.0,49938.0,44105.0,FL
120033000336,77.8,22.2,37.5,62.5,12.0,40614.0,52375.0,46327.0,FL
120033000337,69.2,30.8,11.5,88.5,19.0,37968.0,55035.0,53066.0,FL
120033000340,53.1,46.9,29.0,71.0,16.0,41318.0,55348.0,50723.0,FL
120033000341,58.3,41.7,27.8,72.2,14.0,42070.0,53357.0,50221.0,FL
120033000342,59.0,41.0,43.6,56.4,12.0,37984.0,57013.0,48718.0,FL
120033000343,59.5,39.2,11.3,88.7,19.0,40415.0,56041.0,53427.0,FL
120033000344,73.0,27.0,46.9,53.1,10.0,37144.0,55247.0,45593.0,FL
120033000345,59.0,41.0,13.5,86.5,16.0,39130.0,53990.0,51651.0,FL
120033000346,67.4,32.6,46.3,53.7,9.0,35606.0,54510.0,45167.0,FL
120033000347,62.0,38.0,44.4,55.6,10.0,38473.0,52502.0,45005.0,FL
120033000348,77.1,22.9,34.4,65.6,11.0,38831.0,48141.0,43937.0,FL
120033000349,59.0,41.0,37.9,62.1,11.0,42201.0,52525.0,47859.0,FL
120033000350,64.6,35.4,43.2,56.8,11.0,38027.0,53872.0,45983.0,FL
120033000351,64.9,35.1,52.1,47.9,8.0,39651.0,51267.0,43324.0,FL
120033000352,67.9,32.1,38.8,61.2,13.0,38795.0,53049.0,46524.0,FL
120033000353,53.2,46.8,23.3,76.7,16.0,37256.0,54075.0,48602.0,FL
120033000354,54.9,43.7,18.8,81.3,18.0,42952.0,56199.0,51725.0,FL
120033000355,69.1,27.9,38.1,61.9,12.0,38938.0,54825.0,47940.0,FL
120033000357,54.3,45.7,22.7,77.3,15.0,40717.0,55045.0,51180.0,FL
120033001382,75.4,24.6,35.8,64.2,10.0,37989.0,50227.0,44357.0,FL
120033001383,63.6,36.4,37.0,63.0,13.0,39289.0,53937.0,48234.0,FL
120033002094,62.5,37.5,26.7,73.3,12.0,41199.0,48894.0,47085.0,FL
120033002095,71.2,28.8,55.9,44.1,7.0,40907.0,48376.0,43487.0,FL
120033002099,,,,,,,,,FL
120033002100,,,,,,,,,FL
120033002101,80.0,,0.0,100.0,14.0,,52839.0,52839.0,FL
120033002125,58.5,41.5,39.2,60.8,14.0,42394.0,55109.0,49485.0,FL
120033002496,66.7,33.3,32.1,67.9,12.0,40758.0,53522.0,49644.0,FL
120033002551,75.7,24.3,42.9,57.1,12.0,36994.0,52731.0,45297.0,FL
120033002677,68.8,31.3,50.0,50.0,8.0,36539.0,50252.0,41840.0,FL
120033002730,64.8,33.3,28.0,72.0,12.0,35769.0,53376.0,47371.0,FL
120033002731,77.8,20.0,58.5,41.5,8.0,39414.0,49572.0,42749.0,FL
120033002804,,,,,,,,,FL
120033002985,62.5,37.5,56.5,43.5,9.0,40525.0,50483.0,42838.0,FL
120033003038,57.8,42.2,28.6,71.4,13.0,39473.0,52507.0,47745.0,FL
120033003039,,0.0,,,,,,,FL
120033003160,,66.7,,80.0,9.0,,50879.0,47938.0,FL
120033003336,47.9,52.1,32.2,67.8,12.0,41851.0,52959.0,48989.0,FL
120033003337,,,0.0,,,,,,FL
120033003551,68.9,31.1,28.6,71.4,10.0,44769.0,49235.0,47025.0,FL
120033003552,0.0,,0.0,,,,,,FL
120033003692,,,,,4.0,,,60214.0,FL
120033003829,62.0,36.0,29.8,70.2,10.0,41615.0,51100.0,47223.0,FL
120033003830,72.6,27.4,62.3,37.7,8.0,40687.0,50307.0,43047.0,FL
120033003957,0.0,100.0,0.0,100.0,17.0,,56520.0,56520.0,FL
120033003958,,60.0,,60.0,12.0,,65960.0,62716.0,FL
120033003959,54.2,44.4,39.7,60.3,11.0,40919.0,52503.0,47118.0,FL
120033003960,51.2,46.3,52.6,47.4,8.0,43081.0,50794.0,45818.0,FL
120033003961,55.8,44.2,34.6,65.4,12.0,42926.0,53306.0,49713.0,FL
120033003962,66.7,33.3,51.4,48.6,8.0,40017.0,49720.0,43207.0,FL
120033004063,59.6,38.6,49.0,51.0,9.0,39145.0,51161.0,43666.0,FL
120033004066,0.0,,,,8.0,,,57119.0,FL
120033004329,62.3,37.7,40.9,59.1,9.0,39049.0,49685.0,44807.0,FL
120036000358,63.0,32.6,30.9,69.1,17.0,32346.0,47884.0,41933.0,FL
120036000359,76.2,23.8,27.0,73.0,17.0,32240.0,46571.0,41246.0,FL
120036000360,64.9,35.1,33.3,66.7,11.0,32490.0,42510.0,37550.0,FL
120036000361,45.7,54.3,27.3,72.7,16.0,31566.0,46577.0,41798.0,FL
120036000362,71.4,28.6,36.7,63.3,12.0,32405.0,43123.0,37958.0,FL
120036000363,85.7,14.3,31.4,68.6,12.0,32914.0,41135.0,37550.0,FL
120036000364,78.0,22.0,27.7,72.3,14.0,31254.0,43331.0,39477.0,FL
120036000365,66.7,33.3,45.0,55.0,11.0,33250.0,43486.0,37600.0,FL
120036000366,80.0,0.0,100.0,0.0,3.0,36189.0,,35051.0,FL
120036002102,57.1,42.9,9.5,90.5,17.0,32138.0,44267.0,43112.0,FL
120036002113,0.0,,0.0,,,,,,FL
120036002732,73.2,25.0,32.0,68.0,14.0,33688.0,45668.0,39702.0,FL
120036004331,70.3,27.0,33.3,66.7,11.0,32075.0,43576.0,38588.0,FL
120036004332,53.5,46.5,26.2,73.8,12.0,33818.0,41595.0,39413.0,FL
120036004333,,0.0,,,,,,,FL
120039000367,64.7,35.3,48.4,51.6,8.0,36626.0,45347.0,40526.0,FL
120039000368,80.6,19.4,,,,,,40517.0,FL
120039000369,51.2,48.8,,,,,,46081.0,FL
120039000370,46.6,53.4,27.3,72.7,15.0,36785.0,52948.0,47808.0,FL
120039000371,74.0,26.0,28.6,71.4,13.0,35104.0,50519.0,42709.0,FL
120039000372,50.0,50.0,26.3,73.7,12.0,41903.0,50527.0,46524.0,FL
120039000373,55.7,44.3,32.1,67.9,12.0,35563.0,53047.0,46343.0,FL
120039000374,67.9,32.1,50.0,50.0,13.0,35419.0,55359.0,43840.0,FL
120039000376,52.8,47.2,48.9,51.1,11.0,39162.0,52153.0,44540.0,FL
120039000377,62.7,37.3,57.9,42.1,9.0,37136.0,51786.0,41107.0,FL
120039000378,65.5,34.5,,,,,,44845.0,FL
120039000379,50.0,50.0,30.0,70.0,13.0,36570.0,52920.0,46557.0,FL
120039000380,68.2,31.8,42.4,57.6,12.0,35731.0,52916.0,42877.0,FL
120039000381,71.8,28.2,33.3,66.7,14.0,36319.0,52070.0,45880.0,FL
120039000382,68.6,31.4,44.4,55.6,12.0,35290.0,54247.0,43276.0,FL
120039000383,55.2,44.8,38.5,61.5,14.0,37681.0,53979.0,44901.0,FL
120039000385,58.6,41.4,19.2,80.8,21.0,44676.0,69709.0,62580.0,FL
120039000386,63.0,37.0,,,,,,41874.0,FL
120039000387,50.9,49.1,21.4,78.6,15.0,37545.0,53565.0,46925.0,FL
120039000388,69.2,30.8,34.3,65.7,15.0,36491.0,56530.0,48819.0,FL
120039000389,60.0,40.0,50.0,50.0,13.0,37064.0,55385.0,44773.0,FL
120039000390,64.1,35.9,67.6,32.4,8.0,35530.0,51821.0,40496.0,FL
120039000391,88.5,11.5,,,,,,41214.0,FL
120039000392,60.7,39.3,31.1,68.9,15.0,36824.0,53298.0,45476.0,FL
120039000393,52.6,47.4,35.7,64.3,14.0,38654.0,56431.0,47108.0,FL
120039000394,55.0,45.0,31.3,68.8,13.0,36281.0,53758.0,45477.0,FL
120039000395,65.9,34.1,50.0,50.0,9.0,36448.0,47371.0,40825.0,FL
120039000397,54.3,45.7,34.5,65.5,11.0,35943.0,49671.0,43106.0,FL
120039000398,59.6,40.4,46.8,53.2,9.0,35342.0,49189.0,41890.0,FL
120039000399,52.6,47.4,27.3,72.7,14.0,36683.0,50813.0,45401.0,FL
120039000400,25.0,75.0,18.5,81.5,14.0,36080.0,53086.0,49374.0,FL
120039000401,52.8,47.2,33.3,66.7,10.0,36979.0,48268.0,43661.0,FL
120039000402,76.9,23.1,53.6,46.4,10.0,38104.0,51225.0,41430.0,FL
120039000403,42.2,57.8,27.9,72.1,14.0,36170.0,52260.0,47182.0,FL
120039000404,53.8,46.2,16.7,83.3,16.0,35525.0,50360.0,46842.0,FL
120039000405,54.5,45.5,38.5,61.5,9.0,37349.0,49604.0,42948.0,FL
120039000406,66.7,33.3,60.9,39.1,9.0,36614.0,51407.0,40673.0,FL
120039000407,85.7,14.3,,,,,,53114.0,FL
120039000408,60.9,39.1,44.4,55.6,8.0,36760.0,47903.0,41292.0,FL
120039000409,44.7,55.3,11.8,88.2,14.0,36436.0,52555.0,48958.0,FL
120039000410,82.1,17.9,,,,,,40662.0,FL
120039000411,63.0,37.0,57.1,42.9,9.0,45151.0,62929.0,50343.0,FL
120039000412,37.5,62.5,22.7,77.3,19.0,36021.0,57190.0,50885.0,FL
120039000413,68.4,31.6,46.7,53.3,11.0,36263.0,51704.0,42348.0,FL
120039000414,64.5,35.5,38.1,61.9,10.0,35765.0,48565.0,42272.0,FL
120039000415,44.4,55.6,46.2,53.8,8.0,37131.0,46719.0,42000.0,FL
120039000416,34.2,65.8,33.3,66.7,12.0,36093.0,49552.0,44507.0,FL
120039000417,47.1,52.9,16.7,83.3,15.0,36517.0,50200.0,46336.0,FL
120039000418,56.4,43.6,32.4,67.6,14.0,35054.0,54552.0,47509.0,FL
120039000419,61.9,38.1,40.0,60.0,12.0,35824.0,52837.0,44064.0,FL
120039000421,71.7,28.3,44.1,55.9,10.0,42315.0,63293.0,50926.0,FL
120039000422,54.3,45.7,26.8,73.2,17.0,36373.0,54092.0,47707.0,FL
120039000423,37.8,62.2,13.8,86.2,19.0,37955.0,57990.0,51398.0,FL
120039000424,60.5,39.5,53.6,46.4,12.0,37303.0,57646.0,43580.0,FL
120039000426,75.0,25.0,42.9,57.1,9.0,36895.0,47590.0,41285.0,FL
120039000428,55.3,44.7,37.1,62.9,13.0,37676.0,53556.0,46600.0,FL
120039000429,54.5,45.5,24.1,75.9,15.0,34742.0,52462.0,46596.0,FL
120039000430,58.0,42.0,37.9,62.1,14.0,37006.0,54545.0,46219.0,FL
120039000431,42.9,57.1,28.3,71.7,15.0,35605.0,54708.0,48384.0,FL
120039000432,68.3,31.7,35.3,64.7,9.0,36299.0,47658.0,42048.0,FL
120039000433,66.7,33.3,48.0,52.0,11.0,36717.0,51704.0,43215.0,FL
120039000434,42.2,57.8,15.4,84.6,17.0,37434.0,54506.0,49593.0,FL
120039000435,83.3,16.7,,,,,,46131.0,FL
120039000436,77.8,,,87.5,16.0,,59096.0,55222.0,FL
120039000437,64.5,35.5,35.7,64.3,12.0,35613.0,49345.0,43455.0,FL
120039000438,58.5,41.5,29.8,70.2,13.0,36006.0,50754.0,45004.0,FL
120039000440,43.8,56.3,24.0,76.0,15.0,36275.0,52333.0,45481.0,FL
120039000441,39.7,60.3,28.6,71.4,13.0,37520.0,50379.0,46334.0,FL
120039000442,46.6,53.4,55.6,44.4,8.0,37422.0,46498.0,40474.0,FL
120039000443,53.7,46.3,34.4,65.6,12.0,36075.0,51528.0,45506.0,FL
120039000444,50.8,49.2,35.4,64.6,11.0,37864.0,49184.0,43032.0,FL
120039000445,69.2,30.8,30.0,70.0,15.0,43243.0,66965.0,55540.0,FL
120039000446,57.1,42.9,35.1,64.9,15.0,35205.0,55522.0,46791.0,FL
120039000447,53.6,46.4,22.7,77.3,14.0,37361.0,51964.0,45649.0,FL
120039000448,48.5,51.5,44.0,56.0,9.0,42477.0,56464.0,48402.0,FL
120039000450,50.0,50.0,24.1,75.9,13.0,36301.0,51137.0,46320.0,FL
120039000451,59.8,40.2,41.7,58.3,12.0,43748.0,63062.0,52708.0,FL
120039000452,58.6,41.4,45.5,54.5,11.0,44193.0,62129.0,51145.0,FL
120039000453,66.7,33.3,,,,,,40934.0,FL
120039000454,73.7,26.3,,,,,,51229.0,FL
120039000455,43.5,56.5,15.8,84.2,14.0,38978.0,50894.0,46754.0,FL
120039000456,36.4,63.6,23.3,76.7,12.0,39473.0,48018.0,45910.0,FL
120039000457,63.9,36.1,32.3,67.7,10.0,35768.0,45116.0,41086.0,FL
120039000458,57.4,42.6,31.9,68.1,16.0,35866.0,54922.0,47086.0,FL
120039000459,73.3,26.7,,,,,,38899.0,FL
120039000461,70.0,30.0,,,,,,39775.0,FL
120039000462,57.8,42.2,50.9,49.1,10.0,35462.0,50579.0,41524.0,FL
120039000463,47.2,52.8,28.9,71.1,15.0,36649.0,52993.0,46283.0,FL
120039000464,80.0,20.0,52.0,48.0,10.0,38037.0,48206.0,40846.0,FL
120039000465,57.5,42.5,39.4,60.6,9.0,38351.0,47885.0,42546.0,FL
120039000466,61.5,38.5,28.1,71.9,11.0,37327.0,48180.0,43256.0,FL
120039000467,56.3,43.8,38.2,61.8,10.0,37925.0,49793.0,44458.0,FL
120039000468,54.8,45.2,43.5,56.5,15.0,43847.0,68935.0,53670.0,FL
120039000469,53.6,46.4,30.8,69.2,11.0,35323.0,48624.0,43954.0,FL
120039000470,69.2,30.8,42.9,57.1,15.0,42200.0,68879.0,54910.0,FL
120039000471,69.2,30.8,57.6,42.4,8.0,36890.0,49950.0,41426.0,FL
120039000472,65.3,34.7,,,,,,43714.0,FL
120039000473,68.6,31.4,41.4,58.6,13.0,42942.0,63939.0,53092.0,FL
120039000474,52.8,47.2,37.0,63.0,14.0,36976.0,53900.0,45893.0,FL
120039000475,62.5,37.5,22.2,77.8,15.0,35903.0,55485.0,46876.0,FL
120039000476,60.0,40.0,27.3,72.7,14.0,40976.0,50516.0,46316.0,FL
120039000477,70.0,30.0,60.0,40.0,11.0,35323.0,57197.0,41920.0,FL
120039000478,54.1,45.9,37.0,63.0,10.0,35768.0,51866.0,42783.0,FL
120039000479,59.6,40.4,,,,,,42788.0,FL
120039000480,52.4,47.6,48.6,51.4,12.0,36766.0,53259.0,43615.0,FL
