NCES School ID,Teachers w/Bachelor Degree (%),Teachers w/Masters or PhD (%),Teachers w/1-5 yrs of exp (%),Teachers w/5+ yrs of exp (%),Mean yrs of teaching exp,Mean base salary for teachers w/1-5 yrs exp,Mean base salary for teachers w/5+ yrs exp,Mean base salary,State
192004001178,50.0,50.0,25.0,75.0,21.0,30244.0,45217.0,41474.0,IA
192004001179,42.9,57.1,17.9,82.1,18.0,31277.0,43545.0,41355.0,IA
192004001883,53.8,46.2,30.8,69.2,15.0,31702.0,40745.0,37962.0,IA
192010001180,91.7,,33.3,66.7,14.0,26874.0,30044.0,28987.0,IA
192010001181,78.6,21.4,,92.9,15.0,,30275.0,30085.0,IA
192013001182,79.4,20.6,26.5,73.5,15.0,29397.0,45314.0,41101.0,IA
192013001183,58.8,41.2,29.4,70.6,18.0,31738.0,48716.0,43723.0,IA
192013001184,50.0,50.0,,83.3,16.0,,46376.0,43560.0,IA
192013001185,83.3,,25.0,75.0,14.0,30434.0,41098.0,38432.0,IA
192013001186,68.4,31.6,0.0,100.0,19.0,,45409.0,45409.0,IA
192013001187,66.7,33.3,33.3,66.7,12.0,30397.0,44485.0,39789.0,IA
192013001189,64.7,35.3,,94.1,20.0,,47959.0,46902.0,IA
192013001190,44.4,55.6,,88.9,17.0,,45710.0,43922.0,IA
192013001192,87.5,,18.8,81.3,15.0,34413.0,43939.0,42153.0,IA
192013001193,59.5,40.5,29.1,70.9,15.0,31172.0,45122.0,41061.0,IA
192013001194,79.3,20.7,24.1,75.9,16.0,30450.0,45798.0,42093.0,IA
192013001195,51.3,48.7,15.4,84.6,20.0,29820.0,48092.0,45281.0,IA
192019001196,87.5,,,93.8,25.0,,42541.0,41763.0,IA
192019001197,58.3,41.7,,91.7,21.0,,43087.0,42197.0,IA
192019001360,71.4,,,85.7,18.0,,40918.0,39270.0,IA
192025001200,87.2,12.8,,94.9,21.0,,46655.0,46190.0,IA
192025001202,75.9,24.1,20.7,79.3,17.0,37759.0,47744.0,45678.0,IA
192025002072,90.9,,,95.5,19.0,,46070.0,45815.0,IA
192034001205,56.5,43.5,0.0,100.0,22.0,,42103.0,42103.0,IA
192034001206,53.3,46.7,0.0,100.0,24.0,,44610.0,44610.0,IA
192034001922,52.9,47.1,,94.1,19.0,,41538.0,40949.0,IA
192046001209,94.4,,,94.4,18.0,,39177.0,38373.0,IA
192046001210,81.0,19.0,23.8,76.2,15.0,25770.0,38626.0,35565.0,IA
192049001212,66.7,,,66.7,16.0,,30378.0,28918.0,IA
192058000712,100.0,0.0,0.0,100.0,16.0,,36644.0,36644.0,IA
192058000713,75.0,,,75.0,18.0,,40647.0,37079.0,IA
192058001217,100.0,0.0,0.0,100.0,22.0,,38606.0,38606.0,IA
192058001218,90.0,0.0,,80.0,21.0,,38541.0,36108.0,IA
192061001219,47.4,52.6,,89.5,17.0,,45057.0,43403.0,IA
192061001220,44.4,55.6,22.2,77.8,16.0,30394.0,46242.0,42720.0,IA
192061001221,39.1,60.9,,95.7,21.0,,47264.0,46439.0,IA
192061001223,66.7,33.3,14.3,85.7,17.0,27609.0,43747.0,41441.0,IA
192061001226,38.3,61.7,10.6,89.4,19.0,32874.0,47813.0,46224.0,IA
192061001227,60.9,39.1,26.1,73.9,14.0,30046.0,44343.0,40613.0,IA
192061001228,63.2,36.8,21.1,78.9,14.0,28566.0,43670.0,40491.0,IA
192061002052,75.0,,0.0,100.0,16.0,,41522.0,41522.0,IA
192067001229,71.4,,,71.4,16.0,,33436.0,30887.0,IA
192067001230,77.8,,0.0,100.0,28.0,,36163.0,36163.0,IA
192073001235,92.9,,,85.7,18.0,,40681.0,38689.0,IA
192073001236,90.9,,45.5,54.5,14.0,27221.0,43588.0,36148.0,IA
192076001238,63.6,36.4,,90.9,18.0,,42962.0,41687.0,IA
192076001239,83.3,,,83.3,14.0,,40445.0,37858.0,IA
192082001241,88.9,,0.0,100.0,20.0,,40748.0,40748.0,IA
192082001242,80.0,,0.0,100.0,17.0,,38894.0,38894.0,IA
192082001243,81.3,18.8,18.8,81.3,16.0,27693.0,41139.0,38618.0,IA
192082001244,72.7,27.3,,90.9,19.0,,42000.0,40759.0,IA
192083001885,90.0,,,80.0,12.0,,33930.0,32691.0,IA
192083001886,,,0.0,100.0,24.0,,37838.0,37838.0,IA
192083001887,90.9,,0.0,100.0,21.0,,36652.0,36652.0,IA
192085001245,77.8,,0.0,100.0,21.0,,38367.0,38367.0,IA
192085001246,68.4,31.6,15.8,84.2,20.0,29196.0,38592.0,37108.0,IA
192091001248,66.7,33.3,33.3,66.7,15.0,27724.0,41660.0,37014.0,IA
192091001249,89.5,,36.8,63.2,14.0,26132.0,39529.0,34594.0,IA
192091001923,52.6,47.4,15.8,84.2,16.0,27166.0,42087.0,39731.0,IA
192094001251,55.6,44.4,22.2,77.8,19.0,32041.0,47996.0,44451.0,IA
192094001252,84.0,16.0,20.0,80.0,16.0,31126.0,44504.0,41828.0,IA
192094001253,84.6,,,84.6,14.0,,44905.0,42222.0,IA
192094001254,66.7,33.3,23.8,76.2,17.0,29579.0,48557.0,44038.0,IA
192094001255,66.7,33.3,36.7,63.3,14.0,29279.0,47088.0,40558.0,IA
192094001256,75.0,25.0,37.5,62.5,14.0,31176.0,46332.0,40648.0,IA
192094001257,78.6,21.4,28.6,71.4,10.0,30104.0,41902.0,38531.0,IA
192100001258,100.0,0.0,35.7,64.3,11.0,27621.0,38068.0,34337.0,IA
192100001260,93.8,,,93.8,21.0,,39650.0,39017.0,IA
192106001261,83.3,,,83.3,19.0,,38584.0,36283.0,IA
192106001262,60.0,,0.0,100.0,24.0,,41302.0,41302.0,IA
192109001265,63.6,36.4,31.8,68.2,16.0,26299.0,39898.0,35571.0,IA
192109001266,57.9,42.1,26.3,73.7,17.0,28425.0,39603.0,36661.0,IA
192112001267,,0.0,0.0,,,,,,IA
192112001888,100.0,0.0,,83.3,9.0,,32253.0,30961.0,IA
192112001889,100.0,0.0,,66.7,6.0,,30538.0,28713.0,IA
192121001270,86.7,,0.0,100.0,20.0,,40350.0,40350.0,IA
192121001271,66.7,33.3,,83.3,19.0,,40755.0,38559.0,IA
192124001273,75.0,25.0,33.3,66.7,15.0,28803.0,43338.0,38493.0,IA
192124001274,82.8,17.2,41.4,58.6,11.0,28704.0,38958.0,34715.0,IA
192124001275,85.0,15.0,25.0,75.0,11.0,29591.0,36940.0,35103.0,IA
192124001276,93.8,6.3,37.5,62.5,12.0,29665.0,38757.0,35348.0,IA
192160001283,100.0,0.0,0.0,100.0,25.0,,39273.0,39273.0,IA
192160001284,80.0,,0.0,100.0,26.0,,39517.0,39517.0,IA
192160001285,100.0,0.0,0.0,100.0,14.0,,34135.0,34135.0,IA
192163000706,83.3,,0.0,100.0,17.0,,42551.0,42551.0,IA
192163001286,100.0,0.0,0.0,100.0,24.0,,44658.0,44658.0,IA
192163001288,85.7,14.3,,90.5,19.0,,45544.0,43896.0,IA
192163001289,95.2,,19.0,81.0,19.0,34287.0,44742.0,42750.0,IA
192163001290,66.7,33.3,0.0,100.0,19.0,,45109.0,45109.0,IA
192163001292,83.3,16.7,,94.4,18.0,,43374.0,42593.0,IA
192166001293,70.0,30.0,,95.0,15.0,,38272.0,37726.0,IA
192166001294,88.9,,,77.8,16.0,,39810.0,36992.0,IA
192166001295,87.5,,43.8,56.3,13.0,27852.0,38920.0,34078.0,IA
192172001296,100.0,0.0,50.0,50.0,9.0,25570.0,33855.0,29712.0,IA
192172001297,80.0,,60.0,40.0,6.0,28453.0,34690.0,30948.0,IA
192181001298,100.0,0.0,,81.8,15.0,,34933.0,33301.0,IA
192181001299,92.9,,50.0,50.0,9.0,26111.0,33060.0,29586.0,IA
192184001301,88.2,,,94.1,17.0,,41812.0,41086.0,IA
192184001302,69.2,30.8,,92.3,21.0,,43360.0,42151.0,IA
192184001303,36.4,63.6,0.0,100.0,22.0,,45559.0,45559.0,IA
192184001304,100.0,0.0,0.0,100.0,17.0,,40519.0,40519.0,IA
192187001094,85.5,14.5,21.7,78.3,16.0,27924.0,43277.0,39940.0,IA
192187001309,71.1,28.9,21.1,78.9,16.0,28509.0,43966.0,40712.0,IA
192187001310,80.0,20.0,,94.3,17.0,,43242.0,42440.0,IA
192211001313,78.3,21.7,17.4,82.6,14.0,28973.0,40360.0,38380.0,IA
192211001314,81.5,18.5,33.3,66.7,14.0,27318.0,42926.0,37723.0,IA
192211001315,30.8,69.2,0.0,100.0,23.0,,49769.0,49769.0,IA
192211001316,67.4,32.6,23.9,76.1,20.0,28481.0,46069.0,41863.0,IA
192211001319,22.2,77.8,,94.4,14.0,,41955.0,41122.0,IA
192211001320,50.0,50.0,16.7,83.3,12.0,27569.0,42727.0,40200.0,IA
192211001322,51.4,45.8,18.1,81.9,18.0,31060.0,44928.0,42424.0,IA
192211001323,66.7,33.3,22.2,77.8,18.0,30074.0,45961.0,42430.0,IA
192211001327,78.3,21.7,17.4,82.6,16.0,27998.0,44908.0,41967.0,IA
192211001328,82.8,17.2,17.2,82.8,15.0,27574.0,40755.0,38483.0,IA
192211002034,71.4,,0.0,100.0,14.0,,41294.0,41294.0,IA
192238001338,100.0,0.0,44.4,55.6,10.0,29000.0,34506.0,32059.0,IA
192238001339,100.0,0.0,,,6.0,,,29503.0,IA
192244000523,66.7,,0.0,100.0,18.0,,37433.0,37433.0,IA
192244001343,84.6,,30.8,69.2,17.0,27056.0,40675.0,36485.0,IA
192244001345,80.0,20.0,15.0,85.0,16.0,27523.0,40559.0,38603.0,IA
192244001393,,0.0,0.0,,,,,,IA
192247000116,82.8,17.2,27.6,72.4,17.0,33465.0,46564.0,42951.0,IA
192247001348,94.4,,33.3,66.7,13.0,30539.0,43093.0,38908.0,IA
192247001350,68.2,31.8,18.2,81.8,18.0,30838.0,47952.0,44840.0,IA
192247001351,61.9,38.1,14.3,85.7,18.0,30197.0,47532.0,45055.0,IA
192247001352,100.0,0.0,,77.8,17.0,,45135.0,42186.0,IA
192253000051,93.3,6.7,21.7,78.3,15.0,28814.0,40929.0,38304.0,IA
192253001355,75.0,25.0,21.4,78.6,17.0,32362.0,42865.0,40614.0,IA
192253001356,77.3,22.7,36.4,63.6,12.0,30174.0,41542.0,37408.0,IA
192311001361,47.8,52.2,,91.3,19.0,,48683.0,47148.0,IA
192311001362,50.0,50.0,27.8,72.2,12.0,32509.0,48903.0,44349.0,IA
192311001363,63.2,36.8,21.1,78.9,15.0,32382.0,47292.0,44153.0,IA
192311001364,30.0,70.0,7.5,92.5,17.0,35130.0,47906.0,46947.0,IA
192311001365,50.0,50.0,25.0,75.0,14.0,32382.0,49434.0,45171.0,IA
192311001366,65.8,34.2,21.1,78.9,13.0,32065.0,44939.0,42228.0,IA
192316001367,77.3,22.7,13.6,86.4,16.0,25488.0,38296.0,36549.0,IA
192316001369,75.0,25.0,37.5,62.5,16.0,28509.0,42018.0,36952.0,IA
192316001403,50.0,50.0,,83.3,13.0,,38803.0,36472.0,IA
192319000377,,0.0,,0.0,,,,,IA
192319000379,,0.0,0.0,,,,,,IA
192319001372,87.5,,0.0,100.0,22.0,,40924.0,40924.0,IA
192319001373,84.6,15.4,,92.3,19.0,,40323.0,39125.0,IA
192322001375,85.7,,,71.4,14.0,,33489.0,30948.0,IA
192322001376,87.5,,,87.5,21.0,,37177.0,36285.0,IA
192334001377,90.9,,31.8,68.2,14.0,29197.0,41529.0,37605.0,IA
192334001378,72.7,27.3,36.4,63.6,12.0,32290.0,39604.0,36945.0,IA
192376001384,100.0,0.0,0.0,100.0,15.0,,28539.0,28539.0,IA
192379001386,100.0,0.0,,84.6,18.0,,37858.0,36173.0,IA
192379001387,75.0,,0.0,100.0,22.0,,39648.0,39648.0,IA
192400000527,,0.0,0.0,,,,,,IA
192400001395,91.3,,,91.3,18.0,,42017.0,40902.0,IA
192400001397,70.6,29.4,,88.2,21.0,,45107.0,43022.0,IA
192400001398,90.0,,30.0,70.0,14.0,27735.0,40453.0,36638.0,IA
192400001399,83.3,,25.0,75.0,16.0,28317.0,42888.0,39245.0,IA
192400001400,,0.0,0.0,,,,,,IA
192412001405,100.0,0.0,25.0,75.0,12.0,25411.0,36230.0,33525.0,IA
192412001407,80.0,,30.0,70.0,11.0,31281.0,35101.0,33955.0,IA
192412001995,,,0.0,100.0,22.0,,37908.0,37908.0,IA
192415001409,80.0,20.0,26.7,73.3,16.0,28259.0,38953.0,36101.0,IA
192415001410,90.9,,,90.9,17.0,,39007.0,37929.0,IA
192466001414,93.3,,20.0,80.0,17.0,30985.0,40450.0,38557.0,IA
192466001415,75.0,,37.5,62.5,17.0,29507.0,43207.0,38070.0,IA
192472001033,100.0,0.0,0.0,100.0,21.0,,34092.0,34092.0,IA
192472001417,94.1,,,88.2,18.0,,34201.0,33192.0,IA
192472001418,91.7,,25.0,75.0,14.0,24500.0,33143.0,30982.0,IA
192475001419,100.0,0.0,0.0,100.0,18.0,,38266.0,38266.0,IA
192475001420,75.0,25.0,,83.3,15.0,,36692.0,35216.0,IA
192487001422,90.5,,,95.2,19.0,,48980.0,48443.0,IA
192487001423,81.3,18.8,,93.8,18.0,,48434.0,47438.0,IA
192487001424,73.3,26.7,,93.3,19.0,,49306.0,48547.0,IA
192496001430,93.3,,,93.3,17.0,,40333.0,39720.0,IA
192496001431,87.5,,31.3,68.8,12.0,30089.0,37868.0,35437.0,IA
192499001434,100.0,0.0,44.4,55.6,12.0,25650.0,30980.0,28611.0,IA
192499001435,100.0,0.0,62.5,37.5,7.0,25160.0,30033.0,26988.0,IA
192505001966,57.1,42.9,0.0,100.0,20.0,,35595.0,35595.0,IA
192505001967,100.0,0.0,,75.0,14.0,,36465.0,34697.0,IA
192514001438,81.3,18.8,,93.8,20.0,,34632.0,34007.0,IA
192514001439,81.3,18.8,25.0,75.0,13.0,25135.0,33177.0,31167.0,IA
192520001440,75.0,,0.0,100.0,20.0,,46495.0,46495.0,IA
192520001441,69.2,30.8,,84.6,20.0,,46394.0,44611.0,IA
192520001442,75.0,25.0,,91.7,22.0,,46030.0,45724.0,IA
192532001445,72.0,28.0,20.0,80.0,14.0,28371.0,41871.0,39171.0,IA
192532001446,85.7,,21.4,78.6,10.0,27126.0,37211.0,35050.0,IA
192532001447,57.1,42.9,39.3,60.7,15.0,28193.0,43854.0,37701.0,IA
192532001448,66.7,33.3,20.8,79.2,15.0,28013.0,41022.0,38312.0,IA
192538000441,77.8,,33.3,66.7,11.0,30044.0,36755.0,34518.0,IA
192538001450,76.5,23.5,,88.2,17.0,,38558.0,37701.0,IA
192541001451,100.0,0.0,,,8.0,,,34721.0,IA
192541001452,92.3,,46.2,53.8,11.0,31329.0,39919.0,35954.0,IA
192556001458,100.0,0.0,37.5,62.5,9.0,25500.0,32923.0,30140.0,IA
192556001459,75.0,,,75.0,16.0,,33639.0,31480.0,IA
192559000726,95.2,,19.0,81.0,15.0,32353.0,47163.0,44342.0,IA
192559001282,100.0,0.0,,,3.0,,,33892.0,IA
192559001460,90.0,,0.0,100.0,22.0,,48809.0,48809.0,IA
192559001461,80.0,20.0,20.0,80.0,15.0,32902.0,48664.0,45512.0,IA
192559001891,80.0,20.0,15.0,85.0,14.0,32855.0,47895.0,45639.0,IA
192562001464,80.0,,0.0,100.0,15.0,,32756.0,32756.0,IA
192562001465,100.0,0.0,23.1,76.9,12.0,27300.0,31870.0,30815.0,IA
192592001467,100.0,0.0,,77.8,17.0,,38846.0,36063.0,IA
192592001468,84.6,,23.1,76.9,16.0,28307.0,38187.0,35907.0,IA
192598001473,83.3,16.7,,95.8,18.0,,44395.0,43842.0,IA
192598001474,77.8,,,88.9,18.0,,45718.0,43986.0,IA
192598001475,83.3,,0.0,100.0,24.0,,44384.0,44384.0,IA
192607001478,76.7,23.3,10.0,90.0,20.0,27968.0,39836.0,38649.0,IA
192607001482,81.8,,45.5,54.5,13.0,29613.0,41025.0,35838.0,IA
192607001483,71.4,28.6,,92.9,17.0,,37677.0,36984.0,IA
192625001488,86.7,,,93.3,18.0,,33296.0,32861.0,IA
192625001489,50.0,50.0,25.0,75.0,15.0,25920.0,34065.0,32029.0,IA
192628001051,,0.0,0.0,,,,,,IA
192628001491,82.4,17.6,17.6,82.4,15.0,25299.0,35052.0,33331.0,IA
192628001494,88.9,11.1,11.1,88.9,13.0,24629.0,35854.0,34607.0,IA
192637001495,79.2,20.8,25.0,75.0,16.0,32182.0,46538.0,42949.0,IA
192637001496,75.0,25.0,,87.5,18.0,,47663.0,45752.0,IA
192637001497,78.6,21.4,,92.9,18.0,,47088.0,45994.0,IA
192640000189,61.1,38.9,22.2,77.8,17.0,31614.0,49018.0,45151.0,IA
192640001287,53.6,46.4,10.7,89.3,17.0,32705.0,48275.0,46607.0,IA
192640001498,47.8,52.2,17.4,82.6,16.0,32728.0,50303.0,47246.0,IA
192640001499,42.9,57.1,,95.2,25.0,,53453.0,52556.0,IA
192640001500,33.3,66.7,,91.7,25.0,,53993.0,52308.0,IA
192640001502,50.0,50.0,12.5,87.5,23.0,31081.0,51501.0,48948.0,IA
192640001504,49.0,51.0,6.1,93.9,19.0,30059.0,48797.0,47650.0,IA
192640001505,32.4,67.6,4.4,95.6,19.0,33959.0,51241.0,50478.0,IA
192640001506,73.3,26.7,20.0,80.0,16.0,36279.0,45420.0,43592.0,IA
192640001507,62.5,37.5,12.5,87.5,13.0,32984.0,43984.0,42609.0,IA
192640001510,50.0,50.0,0.0,100.0,18.0,,46697.0,46697.0,IA
192640001513,55.6,44.4,,88.9,15.0,,47257.0,45356.0,IA
192640001514,50.0,50.0,18.2,81.8,19.0,30152.0,50644.0,46918.0,IA
192640001515,50.0,50.0,21.4,78.6,17.0,31637.0,50518.0,46472.0,IA
192640001517,30.8,69.2,0.0,100.0,23.0,,51919.0,51919.0,IA
192640001518,59.1,40.9,,95.5,18.0,,47105.0,46385.0,IA
192640001520,71.4,28.6,,92.9,17.0,,47101.0,46228.0,IA
192640001521,23.1,76.9,0.0,100.0,23.0,,52881.0,52881.0,IA
192640001522,49.3,50.7,25.4,74.6,19.0,32528.0,50986.0,46303.0,IA
192640001526,73.0,27.0,18.9,81.1,15.0,31266.0,45876.0,43112.0,IA
192640001527,71.4,28.6,35.7,64.3,10.0,33216.0,42540.0,39210.0,IA
192640001529,74.1,25.9,11.1,88.9,16.0,30988.0,48087.0,46187.0,IA
192640001530,61.5,38.5,38.5,61.5,17.0,30597.0,52000.0,43768.0,IA
192640001531,50.0,50.0,16.7,83.3,18.0,32729.0,49988.0,47112.0,IA
192640001533,56.5,43.5,21.7,78.3,16.0,32045.0,49232.0,45496.0,IA
192640001534,55.9,44.1,13.2,86.8,16.0,32628.0,47952.0,45924.0,IA
192640001535,73.9,26.1,13.0,87.0,18.0,30987.0,48011.0,45790.0,IA
192640001934,57.1,42.9,21.4,78.6,17.0,33216.0,48395.0,45143.0,IA
192658000707,73.7,26.3,15.8,84.2,12.0,28327.0,41288.0,39242.0,IA
192658001542,89.3,10.7,32.1,67.9,14.0,30654.0,44822.0,40268.0,IA
192658001543,43.8,56.3,31.3,68.8,9.0,30731.0,41126.0,37877.0,IA
192661001544,100.0,0.0,,87.5,15.0,,34667.0,33810.0,IA
192664001547,90.0,,,90.0,17.0,,41194.0,40074.0,IA
192664001549,85.7,14.3,28.6,71.4,15.0,31447.0,41669.0,38749.0,IA
192667001551,77.8,,,88.9,20.0,,32227.0,31402.0,IA
192667001552,72.7,27.3,36.4,63.6,10.0,26506.0,30329.0,28938.0,IA
192673001216,,0.0,0.0,,,,,,IA
192673001553,,,,75.0,17.0,,41291.0,37093.0,IA
192673001556,76.9,23.1,23.1,76.9,18.0,26287.0,41420.0,37928.0,IA
192673001557,85.0,15.0,30.0,70.0,15.0,26593.0,38487.0,34919.0,IA
192673001558,90.9,,18.2,81.8,17.0,26909.0,40139.0,37734.0,IA
192673001559,91.3,,21.7,78.3,16.0,27943.0,38858.0,36485.0,IA
192679001562,88.2,,0.0,100.0,23.0,,43310.0,43310.0,IA
192679001564,88.9,,,88.9,18.0,,41046.0,39432.0,IA
192679001565,81.8,,27.3,72.7,16.0,30409.0,42461.0,39174.0,IA
192682000542,0.0,,0.0,,,,,,IA
192682001566,70.8,25.0,25.0,75.0,15.0,35278.0,48541.0,45225.0,IA
192682001567,74.2,25.8,,93.5,18.0,,47121.0,46326.0,IA
192682001568,82.8,17.2,44.8,55.2,12.0,35897.0,48096.0,42628.0,IA
192682001569,87.1,12.9,22.6,77.4,12.0,34101.0,45550.0,42965.0,IA
192682001570,75.0,25.0,25.0,75.0,13.0,34220.0,46907.0,43735.0,IA
192682001571,90.0,,40.0,60.0,11.0,34776.0,45457.0,41185.0,IA
192682001572,66.1,33.9,25.0,75.0,15.0,37107.0,47641.0,45007.0,IA
192682001573,64.9,35.1,21.6,78.4,16.0,34653.0,49456.0,46255.0,IA
192682002068,87.1,12.9,32.3,67.7,16.0,36211.0,47620.0,43940.0,IA
192685001574,100.0,0.0,,75.0,17.0,,38086.0,35030.0,IA
192685001575,92.3,,23.1,76.9,21.0,27303.0,40141.0,37179.0,IA
192685001576,92.3,,30.8,69.2,12.0,26294.0,35589.0,32729.0,IA
192691001577,88.2,,17.6,82.4,20.0,32306.0,45760.0,43386.0,IA
192691001579,70.8,29.2,,91.7,16.0,,44412.0,43725.0,IA
192691001580,80.0,20.0,,90.0,16.0,,43922.0,42781.0,IA
192691001582,56.7,43.3,16.7,83.3,19.0,31030.0,45109.0,42763.0,IA
192691001583,70.6,29.4,17.6,82.4,16.0,31051.0,42802.0,40728.0,IA
192700001584,84.8,15.2,9.1,90.9,18.0,34287.0,43575.0,42731.0,IA
192700001585,60.0,40.0,,93.3,15.0,,43417.0,42901.0,IA
192700001905,68.8,31.3,,87.5,19.0,,46181.0,44458.0,IA
192706001586,100.0,0.0,37.5,62.5,13.0,26511.0,34990.0,31810.0,IA
192706001587,70.0,30.0,30.0,70.0,17.0,27561.0,38336.0,35103.0,IA
192724001588,88.9,,0.0,100.0,21.0,,37414.0,37414.0,IA
192724001589,100.0,0.0,,71.4,17.0,,38027.0,34795.0,IA
192727001591,76.2,23.8,0.0,100.0,19.0,,38409.0,38409.0,IA
192727001592,66.7,33.3,33.3,66.7,14.0,29325.0,38622.0,35523.0,IA
192727001593,87.5,,25.0,75.0,16.0,26354.0,41522.0,37730.0,IA
192739000012,88.9,,22.2,77.8,16.0,28351.0,42946.0,39703.0,IA
192739000846,,0.0,0.0,,,,,,IA
192739001597,92.9,,,85.7,15.0,,41701.0,40023.0,IA
192739001598,100.0,0.0,,71.4,15.0,,43111.0,39281.0,IA
192739001600,73.7,26.3,13.2,86.8,18.0,30325.0,43764.0,41996.0,IA
192739001601,72.0,24.0,,92.0,20.0,,44365.0,43024.0,IA
192739001602,91.7,,,83.3,13.0,,41649.0,39062.0,IA
192748001603,100.0,0.0,,80.0,14.0,,40087.0,37729.0,IA
192750000664,100.0,0.0,33.3,66.7,12.0,26467.0,36329.0,33042.0,IA
192750000671,88.9,,0.0,100.0,17.0,,36140.0,36140.0,IA
192750000672,100.0,0.0,,75.0,19.0,,38779.0,35410.0,IA
192750001605,84.2,15.8,26.3,73.7,13.0,26969.0,34785.0,32728.0,IA
192750001607,78.9,21.1,31.6,68.4,14.0,28306.0,36835.0,34142.0,IA
192760001609,80.0,20.0,,93.3,22.0,,44289.0,43534.0,IA
192760001610,80.0,20.0,,93.3,21.0,,44460.0,43389.0,IA
192781001617,75.0,,,75.0,16.0,,37755.0,34600.0,IA
192781001618,100.0,0.0,0.0,100.0,20.0,,36089.0,36089.0,IA
192787000290,100.0,0.0,75.0,,8.0,27714.0,,31010.0,IA
192787001621,82.4,17.6,,94.1,21.0,,41229.0,40384.0,IA
192787001622,82.4,17.6,35.3,64.7,10.0,28689.0,36233.0,33571.0,IA
192790001624,88.9,,33.3,66.7,17.0,28023.0,37080.0,34061.0,IA
192790001625,,,,,4.0,,,27859.0,IA
192796001626,87.5,12.5,,91.7,16.0,,36968.0,36079.0,IA
192796001627,69.2,30.8,30.8,69.2,18.0,26820.0,40804.0,36501.0,IA
192799000309,66.7,33.3,,88.9,14.0,,42308.0,41242.0,IA
192799001630,84.6,15.4,26.9,73.1,14.0,28792.0,43210.0,39328.0,IA
192799001632,83.3,16.7,27.8,72.2,13.0,26679.0,42952.0,38431.0,IA
192802001634,100.0,0.0,54.5,45.5,6.0,25624.0,30015.0,27620.0,IA
192802001635,,0.0,,,,,,,IA
192802001636,85.7,,,85.7,15.0,,32169.0,31090.0,IA
192805001637,93.8,,18.8,81.3,14.0,27165.0,37368.0,35455.0,IA
192805001638,83.3,,25.0,75.0,17.0,26730.0,39509.0,36314.0,IA
192811001639,78.9,21.1,,94.7,19.0,,40234.0,39494.0,IA
192811001640,69.2,30.8,23.1,76.9,22.0,29293.0,42037.0,39096.0,IA
192817001641,100.0,0.0,26.7,73.3,9.0,26472.0,33232.0,31429.0,IA
192817001642,100.0,0.0,33.3,66.7,16.0,25745.0,37421.0,33529.0,IA
192820001644,100.0,0.0,,83.3,13.0,,32037.0,31114.0,IA
192820001645,90.0,,40.0,60.0,15.0,27130.0,35188.0,31965.0,IA
192823001646,87.5,,,87.5,19.0,,42725.0,40863.0,IA
192823001647,66.7,33.3,,88.9,22.0,,44699.0,42599.0,IA
192823001892,85.7,,,85.7,15.0,,40405.0,38317.0,IA
192856001650,75.0,25.0,,91.7,19.0,,42833.0,41328.0,IA
192868001655,80.0,20.0,26.7,73.3,14.0,31649.0,42994.0,39969.0,IA
192868001656,62.5,37.5,18.8,81.3,14.0,31259.0,46690.0,43796.0,IA
192868001657,57.7,42.3,19.2,80.8,18.0,32248.0,45717.0,43127.0,IA
192868001658,81.3,18.8,31.3,68.8,17.0,32119.0,44995.0,40971.0,IA
192868001659,53.4,46.6,19.2,80.8,17.0,33073.0,44574.0,42368.0,IA
192868001660,75.0,25.0,32.7,67.3,11.0,32722.0,42830.0,39525.0,IA
192868002069,68.4,31.6,36.8,63.2,13.0,31566.0,44643.0,39825.0,IA
192871001664,84.6,,23.1,76.9,17.0,28879.0,44065.0,40561.0,IA
192871002058,80.0,20.0,,90.0,15.0,,41978.0,40721.0,IA
192898000748,,0.0,,0.0,,,,,IA
192898001667,94.4,,33.3,66.7,13.0,27324.0,34247.0,31939.0,IA
192898001669,88.9,,,88.9,14.0,,34571.0,33577.0,IA
192898001670,80.0,20.0,30.0,70.0,12.0,27116.0,35821.0,33209.0,IA
192901001671,85.7,14.3,38.1,61.9,13.0,28394.0,38811.0,34842.0,IA
192901001672,100.0,0.0,43.8,56.3,13.0,30046.0,41652.0,36574.0,IA
192910001673,90.9,,,81.8,18.0,,34282.0,32867.0,IA
192910001674,80.0,20.0,40.0,60.0,11.0,25430.0,32542.0,29697.0,IA
192928001675,61.5,38.5,0.0,100.0,24.0,,39549.0,39549.0,IA
192928001676,76.9,23.1,23.1,76.9,18.0,29887.0,38603.0,36592.0,IA
192931001476,90.5,,28.6,71.4,15.0,31215.0,40851.0,38098.0,IA
192931001679,85.7,,,85.7,18.0,,41161.0,39709.0,IA
192931001680,63.6,36.4,27.3,72.7,17.0,30004.0,43979.0,40168.0,IA
192931001681,40.6,59.4,12.5,87.5,18.0,30221.0,46120.0,44132.0,IA
192931001682,43.5,56.5,,91.3,18.0,,45069.0,43609.0,IA
192949001683,87.0,13.0,30.4,69.6,11.0,25259.0,37158.0,33536.0,IA
192949001684,64.7,35.3,17.6,82.4,16.0,25167.0,37463.0,35293.0,IA
192958000970,,0.0,0.0,,,,,,IA
192958001686,88.2,,23.5,76.5,18.0,28489.0,39796.0,37135.0,IA
192958001687,80.0,,30.0,70.0,17.0,29690.0,39902.0,36838.0,IA
192964001688,100.0,0.0,57.1,42.9,11.0,26614.0,35138.0,30267.0,IA
