NCES School ID,Teachers w/Bachelor Degree (%),Teachers w/Masters or PhD (%),Teachers w/1-5 yrs of exp (%),Teachers w/5+ yrs of exp (%),Mean yrs of teaching exp,Mean base salary for teachers w/1-5 yrs exp,Mean base salary for teachers w/5+ yrs exp,Mean base salary,State
317485001781,,0.0,0.0,,,,,,NE
317494000316,,0.0,0.0,,,,,,NE
317494000440,,0.0,0.0,,,,,,NE
317494000468,,0.0,0.0,,,,,,NE
317494000689,,0.0,0.0,,,,,,NE
317494001453,44.4,55.6,0.0,100.0,23.0,,45349.0,45349.0,NE
317494001454,57.1,42.9,,90.5,22.0,,44683.0,43064.0,NE
317500001228,,0.0,0.0,,,,,,NE
317500001457,57.1,42.9,,71.4,18.0,,39835.0,34868.0,NE
317500001458,,,0.0,,,,,,NE
317503001459,,75.0,0.0,100.0,17.0,,40248.0,40248.0,NE
317503001460,50.0,50.0,0.0,100.0,27.0,,41177.0,41177.0,NE
317506001461,85.7,,,71.4,17.0,,37176.0,34932.0,NE
317506001462,66.7,,,66.7,16.0,,38766.0,35453.0,NE
317521001469,82.4,17.6,,88.2,18.0,,38243.0,36894.0,NE
317521001470,66.7,33.3,20.0,80.0,13.0,30433.0,39119.0,37382.0,NE
317527000403,70.6,29.4,32.4,67.6,11.0,31113.0,43188.0,39281.0,NE
317527000456,60.0,,,60.0,7.0,,39560.0,36432.0,NE
317527000846,66.7,33.3,39.4,60.6,11.0,30237.0,46796.0,40273.0,NE
317527000850,0.0,,0.0,,,,,,NE
317527001389,54.3,45.7,35.8,64.2,12.0,33297.0,46723.0,41916.0,NE
317527001472,37.9,62.1,41.4,58.6,12.0,33235.0,45053.0,40163.0,NE
317527001473,51.9,48.1,18.5,81.5,14.0,30636.0,45264.0,42555.0,NE
317527001474,35.3,64.7,29.4,70.6,16.0,36149.0,49864.0,45830.0,NE
317527001475,47.7,52.3,25.0,75.0,16.0,32116.0,49408.0,45085.0,NE
317527001476,58.3,41.7,29.2,70.8,15.0,33317.0,46888.0,42930.0,NE
317527001477,41.9,58.1,7.0,93.0,18.0,31740.0,48216.0,47067.0,NE
317527001478,39.8,60.2,16.9,83.1,16.0,35169.0,48184.0,45989.0,NE
317527001479,52.0,48.0,32.0,68.0,14.0,32948.0,48138.0,43277.0,NE
317527001481,45.5,54.5,18.2,81.8,13.0,34155.0,45387.0,43345.0,NE
317527001482,50.0,50.0,21.4,78.6,14.0,26583.0,45477.0,41429.0,NE
317527001900,66.7,33.3,66.7,33.3,8.0,31740.0,49335.0,37605.0,NE
317527001901,54.5,45.5,36.4,63.6,14.0,32603.0,48359.0,42629.0,NE
317527002192,50.0,50.0,40.9,59.1,8.0,32047.0,42992.0,38515.0,NE
317533001484,50.0,50.0,0.0,100.0,21.0,,39086.0,39086.0,NE
317533001485,90.0,,50.0,50.0,7.0,26832.0,37440.0,32136.0,NE
317536001486,85.7,,,71.4,10.0,,39505.0,36002.0,NE
317536001487,66.7,,,83.3,16.0,,39086.0,38946.0,NE
317539001489,81.8,,,81.8,21.0,,43911.0,41411.0,NE
317539001490,44.4,55.6,,77.8,19.0,,44126.0,40098.0,NE
317551000369,100.0,0.0,0.0,100.0,14.0,,41029.0,41029.0,NE
317551001494,78.3,21.7,0.0,100.0,19.0,,43370.0,43370.0,NE
317551001495,56.0,44.0,12.0,88.0,16.0,28302.0,45536.0,43468.0,NE
317557001497,78.6,21.4,21.4,78.6,17.0,30240.0,42120.0,39574.0,NE
317557001498,60.0,40.0,0.0,100.0,21.0,,43632.0,43632.0,NE
317563001483,50.0,50.0,33.3,66.7,16.0,32074.0,48849.0,43257.0,NE
317563001514,63.2,36.8,,89.5,16.0,,43980.0,42407.0,NE
317563001516,52.4,47.6,23.8,76.2,20.0,23021.0,49079.0,42874.0,NE
317563001902,50.0,50.0,,83.3,14.0,,44793.0,41936.0,NE
317566000426,55.0,45.0,22.5,77.5,15.0,30965.0,39473.0,37559.0,NE
317566000429,83.3,,,66.7,11.0,,36584.0,33713.0,NE
317566000488,100.0,0.0,,,8.0,,,32569.0,NE
317566001523,57.1,42.9,37.1,62.9,11.0,32196.0,41303.0,37921.0,NE
317566001524,65.6,34.4,25.0,75.0,13.0,30465.0,41116.0,38453.0,NE
317569001526,50.0,50.0,,75.0,15.0,,39546.0,36884.0,NE
317569001527,62.5,37.5,,75.0,20.0,,38194.0,35617.0,NE
317577001097,100.0,0.0,,80.0,10.0,,34447.0,32945.0,NE
317577001530,84.6,,,92.3,15.0,,39195.0,38332.0,NE
317577001531,85.7,,,85.7,15.0,,39195.0,37888.0,NE
317581001533,88.9,,33.3,66.7,15.0,26336.0,40497.0,35777.0,NE
317581001914,87.5,,,87.5,23.0,,41296.0,39659.0,NE
317590001536,42.9,57.1,14.3,85.7,20.0,29013.0,48569.0,45775.0,NE
317590001537,,81.8,,81.8,9.0,,41529.0,40495.0,NE
317590001539,41.2,58.8,,94.1,18.0,,46560.0,45929.0,NE
317590001540,67.7,32.3,51.6,48.4,10.0,30480.0,44544.0,37285.0,NE
317590001541,45.5,54.5,36.4,63.6,13.0,32000.0,47127.0,41626.0,NE
317590001542,53.3,46.7,33.3,66.7,15.0,31070.0,46248.0,41189.0,NE
317590001543,58.3,41.7,25.0,75.0,21.0,31147.0,49209.0,44693.0,NE
317590001544,57.9,42.1,21.1,78.9,17.0,30400.0,44373.0,41432.0,NE
317593001545,83.3,,0.0,100.0,21.0,,42781.0,42781.0,NE
317593001546,78.6,21.4,35.7,64.3,13.0,28614.0,40911.0,36519.0,NE
317596000523,0.0,,0.0,,,,,,NE
317596001549,46.7,53.3,26.7,73.3,17.0,30896.0,42758.0,39594.0,NE
317596001823,47.4,52.6,26.3,73.7,17.0,29825.0,43197.0,39678.0,NE
317599001550,77.8,,,88.9,16.0,,37651.0,36780.0,NE
317599001551,75.0,,,75.0,14.0,,36494.0,34438.0,NE
317608001556,75.0,,0.0,100.0,20.0,,41868.0,41868.0,NE
317608001557,57.1,,57.1,42.9,8.0,27658.0,35063.0,30832.0,NE
317617000212,77.8,,,88.9,19.0,,43714.0,41907.0,NE
317617000498,,0.0,,,,,,,NE
317617000718,,0.0,,,,,,,NE
317617001559,57.1,42.9,42.9,57.1,11.0,27451.0,41698.0,35592.0,NE
317617001764,,,0.0,,,,,,NE
317638001569,100.0,0.0,0.0,100.0,16.0,,36672.0,36672.0,NE
317638001570,85.7,,,71.4,12.0,,34749.0,32918.0,NE
317640001571,75.0,,,75.0,14.0,,41679.0,39443.0,NE
317640001572,,83.3,,83.3,12.0,,40355.0,39533.0,NE
317641001573,85.7,,,85.7,23.0,,41609.0,40285.0,NE
317641001574,100.0,0.0,,85.7,12.0,,38098.0,37132.0,NE
317645000215,100.0,0.0,,80.0,16.0,,44294.0,40895.0,NE
317645000250,,0.0,0.0,,,,,,NE
317645000446,100.0,0.0,,60.0,14.0,,42588.0,36691.0,NE
317645000887,100.0,0.0,,,15.0,,,39130.0,NE
317645001575,54.8,45.2,16.1,83.9,19.0,30631.0,46631.0,44050.0,NE
317645001576,88.9,,50.0,50.0,10.0,30606.0,43043.0,36825.0,NE
317645001577,66.0,34.0,19.1,80.9,16.0,31759.0,45143.0,42580.0,NE
317647001118,100.0,0.0,0.0,100.0,17.0,,48415.0,48415.0,NE
317647001119,83.3,,,83.3,17.0,,49446.0,48415.0,NE
317647001578,70.6,29.4,47.1,52.9,13.0,44225.0,56437.0,50690.0,NE
317647001579,65.2,34.8,26.1,73.9,17.0,43687.0,55695.0,52563.0,NE
317647001580,36.4,63.6,,95.5,16.0,,55966.0,55213.0,NE
317647001581,43.5,56.5,10.9,89.1,20.0,45579.0,58383.0,56991.0,NE
317647001582,55.8,44.2,23.1,76.9,17.0,42828.0,57407.0,54043.0,NE
317647001583,41.7,58.3,16.7,83.3,18.0,44225.0,58471.0,56097.0,NE
317656001590,48.1,51.9,40.7,59.3,14.0,27731.0,51363.0,41735.0,NE
317656001591,30.3,69.7,21.2,78.8,16.0,31997.0,48160.0,44731.0,NE
317656001592,44.4,55.6,29.6,70.4,17.0,28985.0,49289.0,43273.0,NE
317659001593,100.0,0.0,,90.0,21.0,,40764.0,39616.0,NE
317659001594,77.8,,0.0,100.0,22.0,,39259.0,39259.0,NE
317662001595,90.0,,,80.0,15.0,,40163.0,38126.0,NE
317662001596,80.0,,40.0,60.0,13.0,29690.0,40480.0,36164.0,NE
317665001597,44.4,55.6,0.0,100.0,28.0,,39141.0,39141.0,NE
317665001598,66.7,,,83.3,21.0,,37982.0,35916.0,NE
317671000076,90.0,,30.0,70.0,16.0,29752.0,41638.0,38072.0,NE
317671001599,60.0,,,60.0,12.0,,43484.0,38315.0,NE
317671001600,90.9,,27.3,72.7,17.0,33791.0,43282.0,40694.0,NE
317671001601,40.0,60.0,35.0,65.0,17.0,30041.0,46491.0,40733.0,NE
317671001602,66.7,33.3,,77.8,14.0,,41118.0,39041.0,NE
317671001603,78.6,21.4,35.7,64.3,11.0,27894.0,41868.0,36878.0,NE
317671001906,,,0.0,100.0,18.0,,43080.0,43080.0,NE
317680000284,,0.0,0.0,,,,,,NE
317680000600,,0.0,,,,,,,NE
317680000704,,0.0,,0.0,,,,,NE
317680001045,100.0,0.0,0.0,100.0,26.0,,38064.0,38064.0,NE
317680001607,71.4,,42.9,57.1,11.0,26352.0,37088.0,32487.0,NE
317680001907,,0.0,,,,,,,NE
317686000236,56.5,43.5,34.8,65.2,11.0,33059.0,44821.0,40730.0,NE
317686000537,,0.0,0.0,,,,,,NE
317686000982,75.0,,,75.0,11.0,,43655.0,40080.0,NE
317686001313,40.0,60.0,24.0,76.0,14.0,34623.0,45829.0,43139.0,NE
317686001610,35.3,64.7,17.6,82.4,16.0,35375.0,45866.0,44014.0,NE
317686001611,66.7,33.3,,88.9,15.0,,42091.0,41553.0,NE
317686001612,28.1,71.9,28.1,71.9,14.0,31652.0,47246.0,42860.0,NE
317686001614,43.8,56.3,25.0,75.0,13.0,34999.0,45231.0,42673.0,NE
317686001615,50.9,49.1,7.5,92.5,15.0,31471.0,45863.0,44777.0,NE
317686001616,47.6,52.4,22.2,77.8,15.0,33850.0,47628.0,44567.0,NE
317689001617,80.0,,,80.0,17.0,,36120.0,34464.0,NE
317689001618,66.7,,0.0,100.0,18.0,,34400.0,34400.0,NE
317698001621,66.7,33.3,,88.9,16.0,,35965.0,34719.0,NE
317698001622,88.9,,33.3,66.7,17.0,26813.0,36651.0,33371.0,NE
317710001627,87.5,,,75.0,16.0,,37698.0,33134.0,NE
317710001628,71.4,,,85.7,16.0,,38428.0,36581.0,NE
317716001629,,85.7,,85.7,24.0,,42592.0,40359.0,NE
317716001630,66.7,33.3,55.6,44.4,11.0,27529.0,40796.0,33425.0,NE
317718001631,76.2,23.8,23.8,76.2,13.0,29463.0,38077.0,36026.0,NE
317718001632,68.4,31.6,15.8,84.2,20.0,29612.0,40608.0,38872.0,NE
317719001633,71.4,,0.0,100.0,26.0,,38610.0,38610.0,NE
317719001634,77.8,,,77.8,15.0,,37954.0,35460.0,NE
317734001641,100.0,0.0,0.0,100.0,24.0,,38595.0,38595.0,NE
317734001642,60.0,,,60.0,18.0,,38844.0,34661.0,NE
317752001649,70.6,29.4,17.6,82.4,22.0,30184.0,41272.0,39315.0,NE
317752001650,46.2,53.8,,84.6,16.0,,40073.0,38552.0,NE
317755000418,83.3,,0.0,100.0,17.0,,41246.0,41246.0,NE
317755001653,70.8,29.2,,91.7,17.0,,43101.0,41735.0,NE
317755001654,56.0,44.0,24.0,76.0,13.0,31838.0,43013.0,40331.0,NE
317773000263,100.0,0.0,,,11.0,,,34461.0,NE
317773000642,,0.0,0.0,,,,,,NE
317773001663,71.4,,57.1,42.9,12.0,30614.0,41326.0,35205.0,NE
317773001904,0.0,,0.0,,,,,,NE
317802000260,0.0,,0.0,,,,,,NE
317802000269,,0.0,0.0,,,,,,NE
317802000290,,0.0,0.0,,,,,,NE
317802000371,,0.0,0.0,,,,,,NE
317802000648,0.0,,0.0,,,,,,NE
317802000761,,0.0,,0.0,,,,,NE
317802000854,,0.0,0.0,,,,,,NE
317802000856,,0.0,,0.0,,,,,NE
317802000864,,0.0,0.0,,,,,,NE
317802000878,,0.0,,0.0,,,,,NE
317802000883,,0.0,0.0,,,,,,NE
317802001672,52.2,47.8,17.4,82.6,13.0,34198.0,42834.0,41332.0,NE
317802001673,45.5,54.5,,90.9,17.0,,44339.0,42815.0,NE
317802001674,57.1,42.9,,90.5,19.0,,40818.0,40117.0,NE
317802001852,0.0,,0.0,,,,,,NE
317821000312,,,0.0,100.0,8.0,,38831.0,38831.0,NE
317821001682,88.2,,29.4,70.6,11.0,29934.0,43512.0,39518.0,NE
317821001683,63.6,36.4,,81.8,18.0,,42285.0,39821.0,NE
317821001684,60.9,39.1,13.0,87.0,18.0,28297.0,43738.0,41724.0,NE
317824001685,44.4,55.6,22.2,77.8,15.0,28765.0,41395.0,38588.0,NE
317824001686,46.2,53.8,,84.6,14.0,,40604.0,39024.0,NE
317826001687,71.4,,0.0,100.0,22.0,,38183.0,38183.0,NE
317826001688,100.0,0.0,,75.0,13.0,,35637.0,33924.0,NE
317830001689,42.9,57.1,,92.9,12.0,,50161.0,49237.0,NE
317830001690,100.0,0.0,44.4,55.6,14.0,40325.0,49906.0,45648.0,NE
317845001695,85.7,,0.0,100.0,30.0,,38955.0,38955.0,NE
317845001696,80.0,,,60.0,17.0,,38532.0,33197.0,NE
317852001701,37.5,62.5,,93.8,19.0,,47209.0,46264.0,NE
317852001702,64.7,35.3,23.5,76.5,15.0,34124.0,40826.0,39249.0,NE
317852001703,66.7,33.3,16.7,83.3,10.0,27001.0,42483.0,39903.0,NE
317854000802,,0.0,0.0,,,,,,NE
317854001704,26.7,73.3,26.7,73.3,16.0,29777.0,40442.0,37598.0,NE
317854001705,50.0,50.0,21.4,78.6,15.0,30540.0,37851.0,36284.0,NE
317866001710,43.8,56.3,31.3,68.8,13.0,35659.0,45499.0,42424.0,NE
317866001711,37.9,62.1,34.5,65.5,11.0,33487.0,45544.0,41386.0,NE
317866001712,52.9,47.1,41.2,58.8,10.0,32072.0,43754.0,38944.0,NE
317866001713,43.8,56.3,43.8,56.3,10.0,34622.0,44761.0,40325.0,NE
317866001714,20.0,80.0,,86.7,20.0,,50918.0,48760.0,NE
317866001715,40.0,60.0,40.0,60.0,12.0,33510.0,45762.0,40861.0,NE
317866001716,26.7,73.3,,86.7,15.0,,46401.0,45021.0,NE
317866001718,37.5,62.5,,87.5,25.0,,55024.0,52008.0,NE
317866001723,57.9,42.1,47.4,52.6,12.0,32904.0,48973.0,41361.0,NE
317866001724,46.1,53.9,41.4,58.6,12.0,35519.0,50290.0,44174.0,NE
317866001793,55.2,44.8,48.3,51.7,10.0,33693.0,42099.0,38041.0,NE
317866001794,50.0,50.0,,66.7,12.0,,44882.0,41275.0,NE
317866001915,47.6,52.4,34.9,65.1,12.0,34061.0,46348.0,42057.0,NE
317867001725,75.0,,,75.0,15.0,,34983.0,32887.0,NE
317867001726,100.0,0.0,0.0,100.0,16.0,,35904.0,35904.0,NE
317872001727,37.5,62.5,,93.8,24.0,,45833.0,45169.0,NE
317872001729,42.9,57.1,,92.9,16.0,,43746.0,42821.0,NE
317881001737,65.4,34.6,34.6,65.4,12.0,32515.0,45490.0,40999.0,NE
317881001738,57.1,42.9,35.7,64.3,11.0,34974.0,47028.0,42723.0,NE
317884001739,55.6,44.4,0.0,100.0,18.0,,40527.0,40527.0,NE
317884001740,70.0,30.0,,90.0,15.0,,38156.0,36982.0,NE
317894000335,100.0,0.0,,80.0,21.0,,38519.0,37393.0,NE
317894001560,100.0,0.0,,85.7,19.0,,38034.0,37191.0,NE
317894001743,76.9,23.1,38.5,61.5,11.0,29340.0,37476.0,34346.0,NE
317894001744,37.5,62.5,,87.5,18.0,,45633.0,42504.0,NE
317899001745,75.0,,0.0,100.0,15.0,,36750.0,36750.0,NE
317899001746,,,0.0,,,,,,NE
317899002117,,0.0,0.0,,,,,,NE
317905000405,25.0,75.0,,97.2,20.0,,46503.0,46139.0,NE
317905001917,40.6,59.4,12.5,87.5,19.0,28075.0,47208.0,44817.0,NE
317905001919,26.3,73.7,21.1,78.9,19.0,29719.0,46866.0,43256.0,NE
317908001753,68.8,31.3,,93.8,16.0,,40949.0,40141.0,NE
317908001754,76.5,23.5,35.3,64.7,11.0,30831.0,39969.0,36744.0,NE
318001000134,,0.0,,,,,,,NE
318003000409,63.2,36.8,52.6,47.4,10.0,29276.0,42714.0,35642.0,NE
318004000262,,0.0,0.0,,,,,,NE
318004000628,60.0,,,80.0,16.0,,40576.0,38537.0,NE
318004001960,,0.0,,0.0,,,,,NE
318004001963,0.0,,0.0,,,,,,NE
318005001964,,,0.0,,,,,,NE
318008001970,,,0.0,100.0,19.0,,38248.0,38248.0,NE
318008001971,,0.0,0.0,,,,,,NE
318008001972,,0.0,0.0,,,,,,NE
318009000050,0.0,,0.0,,,,,,NE
318009000199,,0.0,0.0,,,,,,NE
318009000423,,0.0,0.0,,,,,,NE
318009000635,,0.0,0.0,,,,,,NE
318009000698,,0.0,0.0,,,,,,NE
318009001979,83.3,,0.0,100.0,25.0,,41399.0,41399.0,NE
318011000881,,0.0,0.0,,,,,,NE
318011001984,0.0,,0.0,,,,,,NE
318011001985,100.0,0.0,0.0,100.0,24.0,,41000.0,41000.0,NE
318013001986,,0.0,0.0,,,,,,NE
318015000524,,0.0,0.0,,,,,,NE
318015000645,,0.0,,,,,,,NE
400001301028,72.7,27.3,0.0,100.0,18.0,,36581.0,36581.0,OK
400001301101,100.0,0.0,,,10.0,,,37850.0,OK
400001401566,76.9,23.1,26.9,73.1,12.0,32646.0,36834.0,35707.0,OK
400001401582,62.5,37.5,,75.0,17.0,,41457.0,38936.0,OK
400001501630,27.3,72.7,,90.9,22.0,,40745.0,39859.0,OK
400001501640,71.4,,,85.7,13.0,,37713.0,36976.0,OK
400001501641,,66.7,,83.3,19.0,,46015.0,43713.0,OK
400001501659,66.7,33.3,,91.7,16.0,,43341.0,43241.0,OK
400002025620,65.4,34.6,15.4,84.6,15.0,31520.0,38267.0,37229.0,OK
400002029709,58.3,41.7,50.0,50.0,11.0,34197.0,39929.0,37063.0,OK
400002100848,73.7,26.3,21.1,78.9,15.0,31938.0,38482.0,37104.0,OK
400002102290,80.0,,30.0,70.0,10.0,32804.0,37787.0,36292.0,OK
400002129712,78.6,21.4,21.4,78.6,16.0,33648.0,40393.0,38948.0,OK
400003202283,70.6,29.4,,88.2,17.0,,38612.0,37828.0,OK
400003202286,75.0,,,75.0,12.0,,33712.0,33420.0,OK
400003202357,66.7,,66.7,,7.0,33090.0,,34331.0,OK
400003302299,70.6,29.4,26.5,73.5,14.0,31883.0,38174.0,36509.0,OK
400003302300,61.9,38.1,33.3,66.7,11.0,33693.0,39688.0,37690.0,OK
400237000001,100.0,0.0,50.0,50.0,7.0,32084.0,35379.0,33732.0,OK
400237000002,75.0,,0.0,100.0,17.0,,41052.0,41052.0,OK
400237000003,62.5,37.5,37.5,62.5,12.0,32150.0,38050.0,35838.0,OK
400243000003,26.3,73.7,13.2,86.8,13.0,31744.0,36517.0,35889.0,OK
400243000005,23.1,76.9,19.2,80.8,12.0,30710.0,36649.0,35507.0,OK
400243000006,16.7,83.3,20.0,80.0,16.0,30959.0,38404.0,36915.0,OK
400243000007,37.9,62.1,34.5,65.5,9.0,30729.0,36029.0,34201.0,OK
400243000008,11.1,88.9,11.1,88.9,17.0,31901.0,38434.0,37709.0,OK
400243000725,18.9,81.1,13.5,86.5,15.0,31475.0,37382.0,36584.0,OK
400246000009,84.6,,23.1,76.9,18.0,30303.0,38089.0,36292.0,OK
400246000010,80.0,,0.0,100.0,14.0,,34347.0,34347.0,OK
400246000011,72.0,28.0,12.0,88.0,13.0,29807.0,34663.0,34080.0,OK
400252000013,85.7,,,92.9,16.0,,38047.0,37585.0,OK
400252000014,83.3,,,83.3,19.0,,39471.0,38217.0,OK
400255000015,50.0,50.0,18.8,81.3,13.0,31903.0,36958.0,36010.0,OK
400255000016,50.0,50.0,,75.0,12.0,,37742.0,37431.0,OK
400258000017,50.0,50.0,,83.3,16.0,,38750.0,38523.0,OK
400267000019,91.7,,25.0,75.0,19.0,31500.0,38349.0,36637.0,OK
400267000020,,0.0,,,,,,,OK
400267029673,71.4,,,85.7,11.0,,38119.0,37441.0,OK
400272000022,60.0,,,80.0,16.0,,38000.0,36675.0,OK
400272000023,,0.0,,0.0,,,,,OK
400276000024,66.7,33.3,,94.4,15.0,,37441.0,37119.0,OK
400276000025,,80.0,40.0,60.0,10.0,33206.0,39848.0,37191.0,OK
400279000027,84.0,16.0,44.0,56.0,12.0,32984.0,40053.0,36943.0,OK
400285000030,54.0,46.0,17.5,82.5,17.0,33449.0,44353.0,42449.0,OK
400285000033,81.5,18.5,11.1,88.9,12.0,32325.0,37934.0,37311.0,OK
400285000035,77.3,22.7,18.2,81.8,15.0,32219.0,40973.0,39381.0,OK
400285000036,73.2,26.8,7.3,92.7,17.0,32125.0,41208.0,40543.0,OK
400285000037,70.8,29.2,12.5,87.5,17.0,32125.0,41351.0,40198.0,OK
400285000038,73.9,26.1,26.1,73.9,14.0,31640.0,41584.0,38990.0,OK
400285000039,78.3,21.7,13.0,87.0,14.0,32483.0,39187.0,38313.0,OK
400285002365,78.0,22.0,14.6,85.4,18.0,31878.0,43299.0,41628.0,OK
400288000041,61.5,38.5,,84.6,12.0,,36932.0,36167.0,OK
400288000042,43.8,56.3,43.8,56.3,13.0,31909.0,40248.0,36600.0,OK
400288000043,77.8,,,88.9,19.0,,38688.0,38000.0,OK
400288000044,70.0,30.0,,80.0,12.0,,37349.0,36117.0,OK
400288000045,72.7,27.3,27.3,72.7,12.0,32160.0,37091.0,35746.0,OK
400291000046,78.6,21.4,,85.7,16.0,,38236.0,37422.0,OK
400291000047,100.0,0.0,,,7.0,,,33375.0,OK
400291029680,100.0,0.0,0.0,100.0,20.0,,40218.0,40218.0,OK
400300000050,58.5,41.5,19.5,80.5,15.0,30948.0,38685.0,37176.0,OK
400300000051,72.7,27.3,13.6,86.4,18.0,30473.0,38781.0,37648.0,OK
400300000053,73.9,26.1,17.4,82.6,14.0,30257.0,36781.0,35647.0,OK
400300000055,79.2,20.8,37.5,62.5,13.0,30787.0,38091.0,35352.0,OK
400300002101,78.8,21.2,24.2,75.8,14.0,31278.0,37397.0,35913.0,OK
400301000056,88.2,,23.5,76.5,12.0,31750.0,37181.0,35903.0,OK
400306000057,60.0,40.0,,92.0,17.0,,40706.0,40072.0,OK
400306000058,56.5,43.5,21.7,78.3,12.0,33292.0,37917.0,36912.0,OK
400306000762,61.9,38.1,14.3,85.7,16.0,33806.0,39865.0,38999.0,OK
400306002292,62.5,37.5,,93.8,13.0,,37440.0,37166.0,OK
400312000063,50.0,50.0,,90.0,14.0,,37300.0,36865.0,OK
400312029657,45.5,54.5,,81.8,15.0,,40299.0,39004.0,OK
400318000069,70.8,29.2,12.5,87.5,17.0,30372.0,37072.0,36235.0,OK
400318029630,75.0,25.0,43.8,56.3,7.0,30551.0,34459.0,32749.0,OK
400318029631,85.7,,42.9,57.1,8.0,30376.0,34761.0,32882.0,OK
400318029632,82.4,17.6,58.8,41.2,8.0,30503.0,36601.0,33014.0,OK
400318029635,90.0,10.0,40.0,60.0,9.0,30657.0,34740.0,33107.0,OK
400318029636,71.4,28.6,11.4,88.6,15.0,30684.0,36354.0,35706.0,OK
400318029637,58.0,42.0,38.0,62.0,10.0,31362.0,36171.0,34344.0,OK
400321000075,84.6,,46.2,53.8,11.0,31375.0,38246.0,35075.0,OK
400321029694,100.0,0.0,66.7,,5.0,32075.0,,32917.0,OK
400324000077,,66.7,0.0,100.0,21.0,,38925.0,38925.0,OK
400324000078,,0.0,0.0,,,,,,OK
400330000082,87.5,,62.5,37.5,5.0,31690.0,35075.0,32959.0,OK
400330000083,100.0,0.0,,75.0,12.0,,40177.0,38664.0,OK
400336000084,63.6,36.4,,90.9,14.0,,37069.0,36732.0,OK
400336000085,72.7,27.3,,81.8,14.0,,37889.0,36909.0,OK
400336002110,92.6,,22.2,77.8,11.0,31750.0,36320.0,35304.0,OK
400345000088,87.5,,62.5,37.5,6.0,31990.0,35942.0,33472.0,OK
400351000089,75.0,,0.0,100.0,21.0,,38625.0,38625.0,OK
400351000090,,,0.0,,,,,,OK
400354000091,83.3,,33.3,66.7,9.0,31563.0,36148.0,34620.0,OK
400357000092,100.0,0.0,25.0,75.0,11.0,32138.0,35881.0,34945.0,OK
400357000093,,0.0,0.0,,,,,,OK
400357029727,,0.0,0.0,,,,,,OK
400363001962,70.0,30.0,,93.3,16.0,,37660.0,37392.0,OK
400363002403,86.7,,60.0,40.0,7.0,31585.0,35718.0,33238.0,OK
400363029818,92.3,,19.2,80.8,15.0,31703.0,37621.0,36483.0,OK
400363029819,70.8,29.2,20.8,79.2,16.0,32141.0,37876.0,36681.0,OK
400363029820,70.0,30.0,35.0,65.0,10.0,32117.0,36426.0,34918.0,OK
400363029821,72.7,27.3,,90.9,17.0,,38343.0,37694.0,OK
400363029822,76.0,24.0,20.0,80.0,14.0,31260.0,37988.0,36643.0,OK
400363029823,80.0,20.0,28.0,72.0,11.0,31415.0,37033.0,35460.0,OK
400363029824,71.1,28.9,24.4,75.6,13.0,31634.0,37977.0,36427.0,OK
400363029825,81.6,18.4,28.9,71.1,13.0,32210.0,37809.0,36188.0,OK
400363029826,57.4,42.6,19.1,80.9,15.0,31788.0,39198.0,37779.0,OK
400363029827,74.1,25.9,24.1,75.9,13.0,31880.0,37682.0,36285.0,OK
400366000112,75.0,25.0,41.7,58.3,11.0,32102.0,38075.0,35586.0,OK
400366029703,,,,,8.0,,,35234.0,OK
400369000114,87.5,,,87.5,16.0,,36905.0,36354.0,OK
400375000115,88.2,,,88.2,18.0,,38635.0,37737.0,OK
400375000116,76.9,23.1,0.0,100.0,21.0,,40036.0,40036.0,OK
400381000118,80.8,19.2,26.9,73.1,15.0,30117.0,37123.0,35237.0,OK
400381000119,84.2,15.8,31.6,68.4,15.0,31829.0,39573.0,37128.0,OK
400381000120,84.2,15.8,21.1,78.9,14.0,29478.0,36616.0,35114.0,OK
400384000121,90.9,,0.0,100.0,17.0,,37454.0,37454.0,OK
400387000122,71.4,,,85.7,14.0,,37677.0,36723.0,OK
400393000123,50.0,50.0,37.5,62.5,15.0,31750.0,40624.0,37296.0,OK
400393000124,100.0,0.0,,80.0,11.0,,35581.0,35290.0,OK
400402000126,97.0,,21.2,78.8,12.0,31861.0,36203.0,35282.0,OK
400402000127,68.4,31.6,26.3,73.7,14.0,32165.0,38819.0,37068.0,OK
400402000128,76.9,23.1,0.0,100.0,15.0,,36933.0,36933.0,OK
400411000130,76.5,23.5,35.3,64.7,12.0,32645.0,38849.0,36660.0,OK
400411000131,69.0,31.0,24.1,75.9,11.0,32103.0,38147.0,36688.0,OK
400411029722,,0.0,0.0,,,,,,OK
400411029723,69.2,30.8,30.8,69.2,10.0,32420.0,37306.0,35803.0,OK
400423000132,80.0,20.0,25.0,75.0,12.0,30700.0,35115.0,34011.0,OK
400423000133,84.6,15.4,46.2,53.8,11.0,31123.0,36471.0,34003.0,OK
400423001417,78.9,21.1,,94.7,16.0,,35897.0,35545.0,OK
400435000138,70.0,30.0,,80.0,17.0,,38888.0,37385.0,OK
400435000139,,,0.0,100.0,12.0,,39077.0,39077.0,OK
400436000140,100.0,0.0,,83.3,17.0,,38170.0,37038.0,OK
400436000141,100.0,0.0,,60.0,11.0,,37592.0,36156.0,OK
400447000146,81.8,18.2,31.8,68.2,11.0,33757.0,41407.0,38973.0,OK
400450000147,81.1,18.9,18.9,81.1,12.0,31157.0,36674.0,35630.0,OK
