NCESSCH	PCT_BACH	PCT_ADVC	P_EXPLT6	P_EXPGT5	MEAN_EXP	M_BSALT6	M_BSAGT5	M_BSAL
190654000262	78.3	21.7	30.4	69.6	15	33679	46277	42443
190654000263	66.1	33.9	27.4	72.6	14	34418	47720	44073
190654000264	70.0	30.0	-1.0	90.0	18	-1	47449	46064
190654000266	83.3	16.7	12.5	87.5	14	33818	43154	41987
190654000267	71.4	28.6	46.4	53.6	10	33925	44563	39624
190654000268	73.9	26.1	13.0	87.0	14	33480	43948	42583
190654000731	74.1	25.9	29.6	70.4	14	34153	48205	44041
190654002044	75.0	25.0	25.0	75.0	17	33957	48014	44499
190654002045	78.6	21.4	-1.0	85.7	17	-1	45444	43745
190654002046	60.0	-1.0	-1.0	80.0	13	-1	46105	43756
190666000272	68.4	31.6	21.1	78.9	16	29073	41332	38751
190666000273	94.1	-1.0	26.5	73.5	11	30080	38011	35912
190666002041	82.4	17.6	-1.0	88.2	15	-1	39052	37775
190675000275	51.9	48.1	18.5	81.5	19	30900	45182	42537
190675000276	53.8	46.2	0.0	100.0	19	-2	42343	42343
190675000277	100.0	0.0	0.0	100.0	16	-2	40936	40936
190675000278	57.1	42.9	-1.0	71.4	14	-1	44299	40035
190675000279	27.3	72.7	-1.0	81.8	17	-1	43079	40678
190675000280	38.5	61.5	-1.0	96.2	19	-1	43777	43223
190675000281	71.4	-1.0	-1.0	85.7	20	-1	43491	41474
190675000283	-1.0	-1.0	0.0	100.0	17	-2	42914	42914
190675000650	100.0	0.0	-1.0	-1.0	8	-1	-1	34774
190675000700	-1.0	-1.0	0.0	-1.0	-1	-2	-1	-1
190678000284	93.3	-1.0	40.0	60.0	8	25362	33186	30056
190678000285	92.9	-1.0	35.7	64.3	11	26600	37220	33427
190678001998	80.0	-1.0	-1.0	80.0	10	-1	32052	30613
190681000286	87.1	12.9	19.4	80.6	17	31754	39911	38332
190681000287	77.3	22.7	22.7	77.3	14	27719	38677	36186
190681000288	88.4	11.6	14.0	86.0	19	27655	39309	37683
190684000292	81.8	-1.0	-1.0	81.8	18	-1	42703	40003
190684000293	42.9	57.1	-1.0	92.9	26	-1	46284	44967
190690000297	85.7	14.3	23.8	76.2	13	25600	34166	32126
190690000300	66.7	33.3	28.6	71.4	13	25594	34888	32233
190690000816	77.8	-1.0	33.3	66.7	11	26095	33498	31030
190693000302	77.3	22.7	18.2	81.8	19	31120	46524	43723
190693000303	61.5	38.5	0.0	100.0	21	-2	46068	46068
190693000305	71.9	28.1	12.5	87.5	20	28152	45604	43422
190696000306	86.7	-1.0	0.0	100.0	22	-2	42600	42600
190696000307	100.0	0.0	0.0	100.0	20	-2	41715	41715
190696000308	100.0	0.0	-1.0	83.3	17	-1	39100	38141
190705000313	73.7	21.1	31.6	68.4	15	27598	40204	36223
190705000314	68.2	31.8	13.6	86.4	20	26458	41804	39711
190705000315	71.4	28.6	19.0	81.0	17	25792	39696	37048
190705000317	78.9	15.8	-1.0	94.7	19	-1	38347	37709
190708000319	85.0	15.0	35.0	65.0	15	29094	43996	38781
190708000320	50.0	50.0	-1.0	88.9	17	-1	46016	44353
190708000323	52.9	47.1	-1.0	88.2	17	-1	47379	45522
190708000324	82.8	17.2	17.2	82.8	19	28147	46421	43270
190708000982	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
190711000326	100.0	0.0	-1.0	90.0	18	-1	36863	35631
190711000327	88.9	-1.0	-1.0	77.8	14	-1	34860	33002
190717000325	-1.0	0.0	-1.0	-1.0	-1	-1	-1	-1
190717000332	46.2	53.8	15.4	84.6	15	29741	40662	38982
190717000333	75.0	25.0	18.8	81.3	18	29061	39794	37781
190717000335	85.7	-1.0	28.6	71.4	14	29246	40191	37064
190717000888	0.0	-1.0	-1.0	0.0	-1	-1	-2	-1
190735000340	64.7	29.4	-1.0	94.1	23	-1	40453	39669
190735000341	50.0	50.0	0.0	100.0	20	-2	39831	39831
190735000342	76.2	23.8	19.0	81.0	17	27368	41402	38729
190735000374	0.0	-1.0	0.0	-1.0	-1	-2	-1	-1
190735000423	81.0	14.3	47.6	52.4	9	31084	34323	32780
190738000346	100.0	0.0	14.3	85.7	15	29762	40969	39368
190738000347	93.8	-1.0	31.3	68.8	16	33969	43284	40373
190738000348	50.0	50.0	0.0	100.0	23	-2	43186	43186
190738000773	71.4	-1.0	0.0	100.0	19	-2	41028	41028
190738001291	-1.0	0.0	-1.0	0.0	-1	-1	-2	-1
190741000349	73.1	26.9	23.1	76.9	15	30330	39542	37416
190741000350	85.7	-1.0	-1.0	71.4	10	-1	35206	33017
190741000351	68.8	31.3	25.0	75.0	16	28455	40562	37535
190744000354	100.0	0.0	-1.0	90.9	22	-1	39488	38492
190744000355	71.4	-1.0	-1.0	71.4	11	-1	36957	33899
190747000358	100.0	0.0	0.0	100.0	15	-2	35051	35051
190747000689	100.0	0.0	0.0	100.0	19	-2	37266	37266
190747000690	87.5	-1.0	37.5	62.5	14	25632	37392	32982
190747002027	100.0	0.0	0.0	100.0	17	-2	36744	36744
190759000048	100.0	0.0	27.3	72.7	9	27949	33944	32309
190759000359	82.4	17.6	20.6	79.4	15	27992	38786	36564
190759000361	63.2	36.8	0.0	100.0	18	-2	39551	39551
190759001903	76.5	23.5	-1.0	88.2	17	-1	38989	37565
190762000362	77.3	22.7	0.0	100.0	21	-2	42250	42250
190762000363	82.4	17.6	-1.0	88.2	15	-1	41143	39695
190762000364	84.6	-1.0	0.0	100.0	13	-2	39960	39960
190762000365	92.3	-1.0	0.0	100.0	19	-2	41871	41871
190762000366	85.7	-1.0	0.0	100.0	12	-2	38498	38498
190765000367	71.4	-1.0	-1.0	85.7	12	-1	35668	34863
190771000370	67.6	32.4	38.2	61.8	14	31605	43857	39172
190771000371	64.3	35.7	21.4	78.6	19	32764	43635	41306
190771000376	72.7	27.3	36.4	63.6	13	31158	43291	38879
190771000378	63.9	36.1	25.0	75.0	15	31300	43701	40601
190771000382	66.7	33.3	18.5	81.5	16	31047	43139	40900
190771000383	78.6	21.4	21.4	78.6	18	31396	43881	41206
190771000384	70.4	29.6	-1.0	92.6	18	-1	43273	42379
190771000597	84.4	15.6	24.4	75.6	14	30616	41520	38855
190771002028	42.9	57.1	0.0	100.0	21	-2	43873	43873
190786000104	66.7	33.3	-1.0	88.9	11	-1	44604	42947
190786000387	54.8	45.2	12.9	87.1	16	30260	47006	44845
190786000388	49.3	50.7	17.4	82.6	15	31555	47184	44466
190786000389	66.7	33.3	22.2	77.8	11	31722	44899	41971
190786000390	55.2	44.8	22.4	77.6	14	31119	47009	43448
190786000391	72.4	27.6	24.1	75.9	15	31617	44791	41611
190786000761	53.1	46.9	21.9	78.1	12	31656	45152	42200
190790001950	93.3	-1.0	20.0	80.0	17	25286	38618	35952
190790001951	88.9	-1.0	38.9	61.1	10	26723	34732	31618
190792000394	100.0	0.0	-1.0	87.5	20	-1	37250	36035
190792000395	90.9	-1.0	36.4	63.6	12	28752	35001	32728
190792002070	88.9	-1.0	66.7	33.3	9	28781	38046	31869
190792002071	100.0	0.0	-1.0	83.3	14	-1	35279	34183
190798000396	64.7	35.3	29.4	70.6	18	32866	46803	42704
190798000397	80.0	20.0	27.5	72.5	12	30207	42561	39164
190798000398	76.9	23.1	-1.0	84.6	13	-1	42075	39789
190807000401	91.7	-1.0	-1.0	83.3	19	-1	33661	32541
190807000402	88.9	-1.0	0.0	100.0	23	-2	34864	34864
190813000403	68.2	31.8	18.2	81.8	16	25762	37598	35446
190813000404	87.5	-1.0	25.0	75.0	15	25763	35961	33411
190813000405	-1.0	-1.0	0.0	-1.0	-1	-2	-1	-1
190819000407	90.0	-1.0	30.0	70.0	15	24833	35497	32298
190819000408	100.0	0.0	42.9	57.1	12	24500	37121	31712
190822000246	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
190822000409	55.8	44.2	19.2	80.8	18	33385	48373	45490
190822000410	45.5	54.5	0.0	100.0	19	-2	50125	50125
190822000411	78.8	21.2	12.1	87.9	16	31655	47179	45297
190822000413	48.4	51.6	29.0	71.0	16	34637	48493	44470
190822000414	62.5	37.5	0.0	100.0	21	-2	48583	48583
190822000416	81.1	18.9	32.4	67.6	14	33676	46427	42292
190822000418	87.1	12.9	32.3	67.7	15	34168	44733	41325
190822000419	65.2	34.8	6.5	93.5	21	34204	48349	47426
190822000421	56.3	43.8	-1.0	87.5	21	-1	49079	47315
190822000422	57.1	42.9	10.7	89.3	19	38883	49600	48452
190822000424	64.3	35.7	21.4	78.6	19	31548	51351	47108
190822000425	64.5	35.5	45.2	54.8	12	35274	46761	41573
190822000430	100.0	0.0	-1.0	90.9	15	-1	41640	40725
190822000431	82.4	17.6	11.8	88.2	14	33288	45035	43653
190822000433	60.9	39.1	17.4	82.6	20	33029	48096	45476
190822000435	60.4	39.6	22.6	77.4	18	40406	50197	47980
190822000438	70.0	30.0	23.3	76.7	18	33717	49022	45451
190822000439	69.6	30.4	26.1	73.9	15	31821	47155	43155
190822000440	69.2	30.8	17.9	82.1	18	33168	48349	45624
190831000184	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
190831000444	86.4	13.6	27.3	72.7	19	26595	42991	38519
190831000446	80.0	-1.0	-1.0	90.0	18	-1	38770	37372
190831001237	81.8	18.2	-1.0	90.9	17	-1	40671	39272
190831001421	88.6	11.4	14.3	85.7	19	26770	40438	38485
190852000451	81.8	18.2	31.8	68.2	15	29382	43799	39212
190852000453	81.3	18.8	25.0	75.0	18	29930	44805	41086
190852000705	78.3	21.7	13.0	87.0	17	29396	42871	41113
190852002029	90.0	10.0	26.7	73.3	11	30489	38375	36272
190855000454	100.0	0.0	25.0	75.0	21	26260	41936	38017
190855000455	100.0	0.0	-1.0	83.3	19	-1	41713	39098
190858000456	56.3	43.8	-1.0	93.8	22	-1	50883	49799
190858000457	83.3	16.7	16.7	83.3	22	33131	48358	45820
190858000458	74.1	25.9	29.6	70.4	15	33374	48482	44005
190858000459	88.9	-1.0	22.2	77.8	13	32551	45872	42912
190858000461	54.3	45.7	16.0	84.0	18	34122	50180	47603
190858000462	67.9	32.1	10.7	89.3	20	33205	50987	49082
190858000463	74.1	25.9	18.5	81.5	15	32034	47889	44953
190858000464	87.0	13.0	28.3	71.7	11	32690	44257	40988
190858000465	65.4	34.6	-1.0	96.2	20	-1	49886	49088
190858000469	59.3	40.7	11.1	88.9	23	35039	51292	49486
190858000470	75.0	25.0	31.3	68.8	13	32714	47537	42905
190858000471	80.0	-1.0	40.0	60.0	9	38085	49439	44898
190858000472	69.2	30.8	26.9	73.1	14	31356	51001	45712
190858000473	76.2	23.8	14.3	85.7	21	32346	48931	46561
190858000474	61.5	38.5	23.1	76.9	16	34315	47236	44254
190858000476	90.5	-1.0	33.3	66.7	12	31608	46424	41485
190858000477	84.0	16.0	12.0	88.0	14	34930	46804	45379
190858000479	68.0	32.0	0.0	100.0	21	-2	50656	50656
190858000480	60.0	40.0	14.3	85.7	19	31829	52516	49561
190858000482	55.6	44.4	26.7	73.3	14	35779	48235	44913
190858000484	44.4	55.6	-1.0	88.9	20	-1	54320	51939
190858000485	78.6	21.4	25.0	75.0	13	33508	46605	43331
190858000486	73.7	26.3	21.1	78.9	15	36393	46725	44550
190858000487	55.0	45.0	16.0	84.0	19	34792	49956	47530
190858000488	73.8	26.2	16.7	83.3	17	35100	48720	46450
190858000489	51.6	48.4	9.7	90.3	19	33635	49462	47931
190858000490	71.7	28.3	28.3	71.7	15	33520	48716	44422
190858000794	-1.0	-1.0	-1.0	-1.0	14	-1	-1	41913
190858001204	85.0	15.0	60.0	40.0	7	36731	51855	42780
190858001416	100.0	0.0	66.7	-1.0	4	37839	-1	39211
190858001881	68.0	32.0	24.0	76.0	17	32461	53199	48222
190858001952	55.6	44.4	-1.0	77.8	17	-1	51672	47641
190858001977	68.4	31.6	22.8	77.2	13	33995	46905	43961
190858002009	66.7	33.3	-1.0	83.3	17	-1	48873	46532
190861000059	84.2	15.8	31.6	68.4	15	32807	40421	38017
190861000492	73.3	26.7	46.7	53.3	12	34027	41088	37793
190861000493	78.9	21.1	0.0	100.0	19	-2	39973	39973
190861000959	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
190873000498	66.7	33.3	-1.0	95.2	21	-1	47277	46473
190873000500	88.9	11.1	18.5	81.5	18	28759	47131	43729
190873000501	81.5	18.5	18.5	81.5	16	29966	44702	41973
190873000502	78.6	21.4	-1.0	92.9	20	-1	45700	44390
190879000503	100.0	0.0	0.0	100.0	15	-2	37420	37420
190888000505	90.9	-1.0	36.4	63.6	10	27335	37853	34028
190891000508	51.7	48.3	13.8	86.2	16	33147	48287	46199
190891000509	61.1	38.9	22.2	77.8	18	31501	49839	45764
190891000511	56.0	44.0	18.0	82.0	17	32990	48503	45710
190891000915	-1.0	-1.0	0.0	-1.0	-1	-2	-1	-1
190894000512	81.8	-1.0	-1.0	90.9	13	-1	35685	34762
190894000513	-1.0	60.0	0.0	100.0	22	-2	40048	40048
190894000514	66.7	33.3	44.4	55.6	14	26955	42132	35386
190894000831	90.9	-1.0	36.4	63.6	13	26302	38561	34103
190897000225	29.7	56.3	-1.0	96.9	21	-1	52862	52614
190897000232	76.5	23.5	58.8	41.2	9	32742	46379	38357
190897000515	76.7	23.3	30.0	70.0	13	33061	46332	42351
190897000516	60.4	39.6	41.7	58.3	13	33733	49517	42940
190897000517	55.0	45.0	22.5	77.5	18	34105	50847	47080
190897000518	69.5	30.5	15.3	84.7	14	34290	46226	44405
190897000519	67.5	32.5	-1.0	95.0	16	-1	46351	45672
190897000521	64.0	36.0	40.0	60.0	11	34525	47587	42362
190897000528	53.8	45.2	19.4	80.6	16	34086	48494	45705
190897000529	95.2	-1.0	71.4	28.6	6	32913	43972	36072
190897000531	70.4	29.6	-1.0	92.6	16	-1	45435	44628
190897000534	64.3	35.7	28.6	71.4	15	34060	48518	44387
190897000535	66.7	33.3	25.6	74.4	15	32635	49258	44996
190897000536	73.2	26.8	19.5	80.5	15	34176	46053	43736
190897000537	64.7	35.3	29.4	70.6	15	33748	49176	44638
190897000538	48.0	52.0	12.0	88.0	19	36023	49159	47583
190897000539	63.2	36.8	26.3	73.7	12	33761	46246	42961
190897000540	62.3	37.7	30.2	69.8	12	33815	46872	42931
190897000541	72.0	28.0	12.0	88.0	18	33357	48214	46431
190897000543	51.8	48.2	14.3	85.7	17	36034	49134	47263
190897000544	55.0	45.0	25.0	75.0	13	34615	47381	44189
190897000545	72.7	27.3	36.4	63.6	11	33518	46672	41889
190897000546	68.4	31.6	26.3	73.7	16	33815	49289	45216
190897000547	65.5	34.5	31.0	69.0	15	34423	47442	43402
190897000548	44.4	55.6	-1.0	94.4	21	-1	51347	50280
190897000550	48.9	51.1	13.6	86.4	18	35378	49124	47250
190897000551	70.8	29.2	16.7	83.3	16	33635	46692	44516
190897000552	60.9	39.1	21.7	78.3	15	32908	48506	45115
190897000554	47.8	52.2	13.0	87.0	19	34716	49941	47955
190897000556	64.3	35.7	21.4	78.6	12	33624	44917	42497
190897000557	75.6	24.4	39.0	61.0	11	32781	46911	41396
190897000559	70.8	29.2	25.0	75.0	10	31882	44125	41064
190897000560	62.2	37.8	15.6	84.4	13	34268	45627	43860
190897000561	46.2	53.8	7.7	92.3	18	35468	48134	47159
190897000563	56.4	43.6	30.8	69.2	16	33268	49773	44695
190897000564	65.0	35.0	-1.0	90.0	19	-1	49550	47868
190897000565	68.6	31.4	39.2	60.8	11	33494	46883	41632
190897000566	50.7	46.3	22.4	77.6	17	37034	50121	47191
190897000567	68.0	32.0	20.0	80.0	14	34801	47197	44718
190897000568	58.3	41.7	12.5	87.5	14	34112	45942	44463
190897000569	38.5	61.5	30.8	69.2	16	34711	51516	46345
190897000570	73.1	26.9	30.8	69.2	13	35285	45136	42105
190897000571	57.9	42.1	15.8	84.2	13	32935	45999	43936
190897000572	73.7	26.3	-1.0	89.5	18	-1	45850	44375
190897000574	37.9	62.1	15.2	84.8	19	35308	52159	49606
190897000576	79.5	20.5	34.1	65.9	12	32253	38108	36112
190897000577	61.9	38.1	28.6	71.4	12	32281	46467	42414
190897000578	46.2	53.8	15.4	84.6	19	32505	52013	49012
190897000580	57.1	42.9	11.4	88.6	16	34401	47985	46433
190897000581	70.0	30.0	20.0	80.0	12	33535	43896	41824
190897000583	69.6	30.4	28.3	71.7	12	35057	44597	41901
190897000584	73.5	26.5	34.7	65.3	14	33744	47042	42429
190897000585	56.7	43.3	23.3	76.7	14	33479	47335	44102
190897000587	59.1	40.9	22.7	77.3	18	32908	50378	46408
190897000588	61.5	38.5	15.4	84.6	19	34037	50065	47599
190897000589	47.1	52.9	23.5	76.5	15	32721	51013	46709
190897000728	76.3	23.7	44.7	55.3	9	33732	45385	40172
190897000746	68.8	31.3	20.8	79.2	15	33143	47183	44258
190897001115	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
190897001136	54.5	45.5	-1.0	90.9	18	-1	49518	47883
190897001143	84.6	-1.0	53.8	46.2	9	34916	46754	40379
190897002011	50.0	50.0	25.0	75.0	15	34151	50145	46147
190906000593	85.7	-1.0	57.1	42.9	8	25746	30227	27666
190906000594	-1.0	-1.0	0.0	100.0	29	-2	30366	30366
190912000595	76.9	23.1	-1.0	84.6	17	-1	41612	39472
190912000596	76.9	23.1	-1.0	92.3	21	-1	43878	42444
190912001207	100.0	0.0	0.0	100.0	24	-2	42553	42553
190912001208	70.0	30.0	0.0	100.0	22	-2	41494	41494
190945000600	100.0	0.0	44.4	55.6	10	27622	34433	31406
190948000602	86.7	13.3	13.3	86.7	14	27616	42420	40446
190948000603	50.0	50.0	22.7	77.3	16	29171	44592	41087
190948000604	56.5	43.5	26.1	73.9	18	29763	47746	43055
190948000605	73.2	26.8	22.0	78.0	18	30029	45342	41981
190948000607	71.4	28.6	33.3	66.7	10	29110	40724	36853
190948000608	59.5	40.5	30.4	69.6	14	29584	44733	40131
190948000609	70.0	30.0	20.0	80.0	16	29761	44208	41318
190948000610	57.5	42.5	25.0	75.0	16	28528	47027	42402
190948000612	57.6	42.4	21.2	78.8	15	29723	45338	42025
190948000613	62.2	37.8	16.2	83.8	19	28784	46078	43274
190948000614	80.0	20.0	46.7	53.3	11	28073	44590	36882
190948000615	59.1	40.9	31.8	68.2	14	31523	43769	39872
190948000616	77.8	22.2	44.4	55.6	9	28979	42166	36305
190948000617	63.6	36.4	31.8	68.2	17	28396	45714	40204
190948000619	84.8	15.2	12.1	87.9	15	29225	41829	40301
190948000620	67.6	32.4	23.5	76.5	15	29660	44626	41105
190948000976	67.3	32.7	12.7	87.3	21	30489	45279	43397
190948001344	81.8	-1.0	36.4	63.6	11	29426	42055	37462
190948001955	50.0	50.0	25.0	75.0	16	28867	46724	42260
190954000624	86.7	-1.0	-1.0	93.3	18	-1	37797	37116
190954000625	77.8	-1.0	-1.0	77.8	19	-1	39886	37312
190957000599	86.7	-1.0	-1.0	93.3	16	-1	37758	37230
190957000628	89.5	-1.0	15.8	84.2	16	28661	37533	36132
190960000629	68.8	31.3	-1.0	93.8	19	-1	37860	37111
190960000630	66.7	33.3	25.0	75.0	17	27638	37495	35031
190960000631	81.8	-1.0	36.4	63.6	10	26403	34834	31768
190999000635	70.6	29.4	-1.0	88.2	18	-1	39312	38107
190999000636	80.0	-1.0	-1.0	80.0	19	-1	41338	38508
190999000637	76.9	23.1	38.5	61.5	9	26677	36531	32741
190999000638	62.5	37.5	0.0	100.0	24	-2	40559	40559
191005000640	95.7	-1.0	43.5	56.5	10	28436	36096	32766
191005000641	81.8	-1.0	45.5	54.5	13	31196	38775	35330
191005001956	100.0	0.0	-1.0	66.7	8	-1	34721	32979
191011000642	80.0	20.0	26.7	73.3	16	29725	39496	36890
191011000643	100.0	0.0	44.4	55.6	8	27924	34580	31621
191011000644	100.0	0.0	0.0	100.0	25	-2	36574	36574
191013000646	62.5	37.5	-1.0	87.5	17	-1	39330	38183
191013000647	85.7	-1.0	0.0	100.0	17	-2	37492	37492
191013000648	100.0	0.0	42.9	57.1	16	25970	41915	35081
191013000649	83.3	-1.0	-1.0	83.3	17	-1	38839	37090
191020000651	78.6	21.4	-1.0	85.7	17	-1	38914	37569
191020000652	92.3	-1.0	-1.0	92.3	16	-1	38046	37331
191034000657	95.0	-1.0	20.0	80.0	15	27213	34353	32925
191034000658	71.4	28.6	-1.0	92.9	19	-1	35299	34763
191035000659	100.0	0.0	-1.0	83.3	13	-1	31951	30763
191035000660	70.0	30.0	-1.0	80.0	17	-1	34473	32610
191035000661	80.0	20.0	33.3	66.7	15	25679	34926	31844
191041000663	70.0	30.0	40.0	60.0	16	27123	40763	35307
191041000665	85.7	-1.0	42.9	57.1	11	27853	36085	32557
191041000666	100.0	0.0	-1.0	77.8	9	-1	31572	30139
191050000669	80.0	20.0	25.0	75.0	13	26066	38492	35385
191050000670	91.7	-1.0	33.3	66.7	14	25728	38724	34392
191069001911	100.0	0.0	-1.0	77.8	17	-1	42285	39935
191069001912	100.0	0.0	18.8	81.3	20	32066	42324	40401
191069002048	66.7	33.3	-1.0	88.9	21	-1	44252	42795
191071000673	100.0	0.0	-1.0	90.0	21	-1	37588	37039
191071000674	66.7	-1.0	0.0	100.0	20	-2	36896	36896
191095000675	72.7	27.3	-1.0	90.9	19	-1	39425	39589
191095000676	88.9	-1.0	0.0	100.0	22	-2	41659	41659
191095000678	100.0	0.0	31.3	68.8	12	28606	39154	35858
191098000679	91.7	-1.0	41.7	58.3	9	27374	33962	31217
191098000680	88.9	-1.0	-1.0	88.9	17	-1	37244	36033
191104000682	100.0	0.0	-1.0	80.0	15	-1	32893	31415
191104000683	90.0	-1.0	-1.0	80.0	13	-1	32304	31043
191107000684	100.0	0.0	15.8	84.2	14	25005	37807	35786
191107000685	73.9	26.1	13.0	87.0	19	25672	41175	39153
191107000686	72.5	27.5	10.0	90.0	17	27872	40743	39456
191107000688	42.9	57.1	0.0	100.0	16	-2	40496	40496
191125000691	88.9	-1.0	-1.0	88.9	18	-1	34818	33917
191125000692	100.0	0.0	33.3	66.7	12	26651	33267	31062
191134000693	74.3	25.7	34.3	65.7	13	29970	39795	36427
191134000694	68.0	28.0	-1.0	92.0	17	-1	39305	38436
191134000695	57.1	42.9	-1.0	85.7	19	-1	42887	40653
191134000696	75.0	-1.0	-1.0	87.5	16	-1	39507	37975
191134000698	43.5	56.5	17.4	82.6	19	26551	42135	39425
191134000701	88.9	-1.0	-1.0	88.9	15	-1	37817	36849
191152000702	63.6	36.4	36.4	63.6	14	28325	35986	33200
191152000703	81.8	-1.0	36.4	63.6	11	25558	34046	30959
191179000715	77.3	22.7	6.8	93.2	22	26566	42728	41626
191179000716	86.4	13.6	13.6	86.4	20	31641	42334	40876
191179000717	92.6	-1.0	14.8	85.2	15	28616	39367	37774
191179001281	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
191182000579	100.0	0.0	0.0	100.0	18	-2	39640	39640
191182000720	60.9	39.1	26.1	73.9	13	29749	40915	38002
191182000721	76.5	23.5	-1.0	94.1	20	-1	41235	40656
191182000722	68.4	31.6	-1.0	94.7	22	-1	43182	42505
191182000723	53.8	46.2	-1.0	84.6	15	-1	43215	40667
191182000724	46.3	53.7	22.4	77.6	18	28231	45658	41756
191182000727	83.3	-1.0	25.0	75.0	13	27848	40194	37108
191182000730	66.7	33.3	33.3	66.7	11	27424	42370	37388
191182001979	54.5	45.5	18.2	81.8	18	29247	44706	41895
191182001980	66.7	33.3	15.4	84.6	19	27524	43055	40665
191185000732	76.5	23.5	-1.0	88.2	21	-1	49094	46869
191185000733	71.8	28.2	23.1	76.9	18	37295	47579	45205
191185000734	81.3	18.8	37.5	62.5	14	32984	47213	41877
191185000736	83.3	16.7	-1.0	91.7	21	-1	47421	46766
191185000737	73.5	26.5	23.5	76.5	16	33415	46055	43081
191185001957	-1.0	-1.0	0.0	-1.0	-1	-2	-1	-1
191197000741	88.9	-1.0	-1.0	88.9	23	-1	43601	41808
191197000742	88.9	-1.0	-1.0	88.9	19	-1	41048	39539
191206000743	85.7	-1.0	42.9	57.1	10	27433	38411	33706
191206001992	83.3	-1.0	83.3	-1.0	5	26283	-1	28623
191212000745	81.8	-1.0	-1.0	81.8	18	-1	39947	37338
191212000747	90.0	-1.0	15.0	85.0	22	25906	39396	37373
191223001959	66.7	33.3	0.0	100.0	19	-2	38343	38343
191223001960	75.0	-1.0	-1.0	-1.0	10	-1	-1	34911
191223001961	75.0	-1.0	-1.0	75.0	17	-1	37645	35290
191233000752	100.0	0.0	-1.0	92.0	18	-1	39361	38409
191233000753	86.7	-1.0	-1.0	86.7	19	-1	40568	38916
191233000754	80.0	-1.0	0.0	100.0	15	-2	38963	38963
191248000757	88.9	-1.0	0.0	100.0	17	-2	40710	40710
191248000758	90.9	-1.0	-1.0	81.8	14	-1	40944	39127
191248001010	80.0	-1.0	0.0	100.0	16	-2	40720	40720
191248001011	-1.0	-1.0	0.0	100.0	18	-2	42362	42362
191251000759	64.5	35.5	19.4	80.6	16	31534	45685	42946
191251000760	66.7	33.3	-1.0	91.7	19	-1	47636	46233
191260000210	80.0	-1.0	0.0	100.0	20	-2	35744	35744
191260000762	100.0	0.0	0.0	100.0	18	-2	34414	34414
191266000764	90.0	-1.0	-1.0	90.0	14	-1	36923	36377
191266001401	87.5	-1.0	-1.0	75.0	21	-1	39051	36896
191266001402	85.7	-1.0	-1.0	85.7	17	-1	37979	36385
191266002014	80.0	-1.0	-1.0	90.0	23	-1	38635	38279
191269000140	-1.0	75.0	0.0	100.0	20	-2	43490	43490
191269000525	71.4	-1.0	0.0	100.0	9	-2	40178	40178
191269000766	66.7	33.3	-1.0	77.8	17	-1	45415	41655
191269000767	63.2	36.8	26.3	73.7	15	29705	42132	38862
191269000768	81.1	18.9	10.8	89.2	17	27746	42623	41014
191269000770	87.0	13.0	17.4	82.6	15	28890	40194	38228
191275000771	100.0	0.0	-1.0	92.3	19	-1	36000	35412
191275000772	100.0	0.0	-1.0	85.7	18	-1	36365	35079
191281000775	80.0	-1.0	0.0	100.0	17	-2	33730	33730
191281000776	100.0	0.0	37.5	62.5	13	28959	34980	32722
191308000784	100.0	0.0	0.0	100.0	19	-2	39833	39833
191308000785	83.3	-1.0	-1.0	83.3	14	-1	37712	36101
191311000169	85.7	-1.0	0.0	100.0	24	-2	41313	41313
191311000170	88.9	-1.0	-1.0	88.9	15	-1	40475	39049
191311000786	100.0	0.0	0.0	100.0	19	-2	38077	38077
191311000788	64.7	35.3	23.5	76.5	17	28076	40175	37328
191320000789	70.0	30.0	0.0	100.0	16	-2	39856	39856
191320000790	69.2	30.8	-1.0	84.6	17	-1	40484	38902
191320000791	71.4	28.6	-1.0	92.9	16	-1	38450	37674
191320000792	63.6	36.4	13.6	86.4	16	29129	40090	38596
191320000793	65.5	34.5	10.3	89.7	17	28562	40358	39138
191323000795	100.0	0.0	-1.0	85.7	15	-1	37960	36572
191323000796	63.2	36.8	15.8	84.2	17	29372	39859	38203
191323000798	60.0	40.0	-1.0	90.0	20	-1	38954	37742
191329000415	100.0	0.0	0.0	100.0	21	-2	40267	40267
191329000799	100.0	0.0	-1.0	80.0	19	-1	40834	37971
191329000801	83.3	-1.0	-1.0	91.7	19	-1	39954	38916
191329001370	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
191332000803	93.8	-1.0	25.0	75.0	13	27782	35565	33619
191332000804	92.3	-1.0	38.5	61.5	11	28014	37461	33827
191332000805	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1
191335000751	83.3	-1.0	-1.0	83.3	14	-1	40135	38166
191335000806	61.5	38.5	23.1	76.9	21	29284	42888	39748
191335000807	42.9	57.1	0.0	100.0	27	-2	44334	44334
191338000808	77.8	-1.0	-1.0	77.8	16	-1	36495	34038
